"","baseMean","log2FoldChange.x","lfcSE.x","stat","pvalue.x","padj.x","log2FoldChange.y","lfcSE.y","pvalue.y","padj.y"
"Npy",929.407059021741,-1.63371077165906,0.188558413106003,-8.66421574486113,4.54631715658245e-18,1.47063986165635e-16,-1.59335929011211,0.191716917528945,4.54631715658245e-18,1.47063986165635e-16
"Emp2",723.008004894151,-1.61987115393774,0.172045572864865,-9.41536086610078,4.7146008813995e-21,1.9149823838979e-19,-1.5861779516058,0.173611678506844,4.7146008813995e-21,1.9149823838979e-19
"Col14a1",13.2046961024316,-2.03174286347122,0.626140162216088,-3.24486909812701,0.00117504625959833,0.00496733095460378,-1.58140848985651,0.71390728035488,0.00117504625959833,0.00496733095460378
"Ltbp2",41.6968423159248,-1.70901790011255,0.338213249561397,-5.05307790965861,4.34746451648124e-07,3.95685476043191e-06,-1.57825069453555,0.349482228849775,4.34746451648124e-07,3.95685476043191e-06
"Myo1b",71.4150912088204,-1.89555569945519,0.514043807109739,-3.68753727452362,0.000226434932556452,0.00117485937929559,-1.57069496268748,0.585205617615276,0.000226434932556452,0.00117485937929559
"Kdr",478.116725520366,-1.62295078850482,0.225179869298955,-7.20735291994571,5.70500068174301e-13,1.15303483988014e-11,-1.56248547193834,0.232970855567426,5.70500068174301e-13,1.15303483988014e-11
"Msantd3",142.793252842945,-1.59214131589706,0.169227438955746,-9.40829292059079,5.0425980596376e-21,2.04160155633908e-19,-1.55954597997798,0.170732909002809,5.0425980596376e-21,2.04160155633908e-19
"Reps2",125.23338128154,-1.71954787948959,0.363454398022019,-4.73112414885517,2.23279909917125e-06,1.76806697121125e-05,-1.55917002083025,0.389373314680872,2.23279909917125e-06,1.76806697121125e-05
"Shc4",39.496940700559,-1.65489542930456,0.312554944371331,-5.29473444303751,1.19189488019666e-07,1.19009328889008e-06,-1.54104552969482,0.321222410918568,1.19189488019666e-07,1.19009328889008e-06
"Ppm1e",20.141448327031,-1.81005349861132,0.478793950429508,-3.78044354359028,0.000156549216436583,0.000844370096903974,-1.54093136183748,0.51616493449834,0.000156549216436583,0.000844370096903974
"Src",52.8163481889646,-1.64952442899218,0.307610385124856,-5.36238211958498,8.21315660238121e-08,8.38075841597452e-07,-1.53898881141997,0.316759904077884,8.21315660238121e-08,8.38075841597452e-07
"Egln3",86.1370648701615,-1.64042511698892,0.305474205819013,-5.37009372883301,7.86957301418443e-08,8.04324193005121e-07,-1.53045650561031,0.315028227653717,7.86957301418443e-08,8.04324193005121e-07
"Sez6l2",104.640212507336,-1.57194475724688,0.206162611864689,-7.62478095823989,2.44449104850305e-14,5.54806639236199e-13,-1.52165719521293,0.209126951970606,2.44449104850305e-14,5.54806639236199e-13
"Rnd1",58.7933726281038,-1.64043931844543,0.324580028450018,-5.05403652306982,4.32568831787255e-07,3.93989216818711e-06,-1.5158302103079,0.335415889339602,4.32568831787255e-07,3.93989216818711e-06
"Sccpdh",100.135138281068,-1.57683697848952,0.230228462610989,-6.84900972106938,7.43629443478519e-12,1.3071839138794e-10,-1.51220776085443,0.23392971455243,7.43629443478519e-12,1.3071839138794e-10
"Cdk18",3806.20484456442,-1.63287710329539,0.318195271880465,-5.13168248429791,2.87163627339457e-07,2.68568605569115e-06,-1.51192917565647,0.330255567206156,2.87163627339457e-07,2.68568605569115e-06
"Tfrc",1879.73135787662,-1.5197325927612,0.105807617957628,-14.3631680033644,8.81058118182123e-47,1.43612473263686e-44,-1.50633098132295,0.106373389711286,8.81058118182123e-47,1.43612473263686e-44
"C3ar1",10443.4617907376,-1.52647068345098,0.119726513370302,-12.7496461767809,3.13163361500315e-37,3.50938691981291e-35,-1.50507038044492,0.1202484402164,3.13163361500315e-37,3.50938691981291e-35
"Armcx6",13.2432616910962,-1.88054574465864,0.565298280051645,-3.32664331560824,0.000878988066619402,0.00387229877997196,-1.50275083401624,0.626711212522507,0.000878988066619402,0.00387229877997196
"Sdc4",1028.96630437214,-1.53472737954275,0.160654384501677,-9.55297537818976,1.26023848638362e-21,5.32567449245818e-20,-1.50257510764738,0.162134147053616,1.26023848638362e-21,5.32567449245818e-20
"Rhoc",260.057727816881,-1.59013734170345,0.280028841421121,-5.6784770227011,1.35899284080518e-08,1.56771315670458e-07,-1.49744617947843,0.287439695195141,1.35899284080518e-08,1.56771315670458e-07
"Camk2a",11.6633459207331,-2.08272759232203,0.700727146095335,-2.97223763047803,0.00295637769102803,0.0109812063924513,-1.49069629212111,0.849826154963599,0.00295637769102803,0.0109812063924513
"Tie1",7.34234058846251,-2.37967801167771,0.848327457957423,-2.80514085611166,0.00502945955946993,0.0173610415101505,-1.48729395686819,1.18480909146701,0.00502945955946993,0.0173610415101505
"Ell2",2340.51323944497,-1.48735095913237,0.071546584786581,-20.7885668277395,5.49269120674182e-96,3.62835617556929e-93,-1.48368408252852,0.0716668476403163,5.49269120674182e-96,3.62835617556929e-93
"Lrfn3",8.17865416212902,-2.04811056644301,0.687990123525536,-2.97694762818348,0.00291133737743613,0.0108427879597035,-1.48208547530928,0.813855909743582,0.00291133737743613,0.0108427879597035
"Pcdhgb6",43.4082466318902,-1.58321968096727,0.293597892564544,-5.39247631220385,6.94932629657289e-08,7.14926183182675e-07,-1.47899542778573,0.301806122618133,6.94932629657289e-08,7.14926183182675e-07
"Fosb",27.2192897990893,-1.62512800698903,0.348122966343377,-4.66825852961983,3.03763514918111e-06,2.34617592353059e-05,-1.47872394953877,0.361469914758687,3.03763514918111e-06,2.34617592353059e-05
"Bik",34.6064311670606,-1.69272246619965,0.413108937636978,-4.09752080379132,4.17598647535576e-05,0.000256422731175098,-1.4777245466064,0.447189390607714,4.17598647535576e-05,0.000256422731175098
"Bcar1",6.67487648012682,-2.13074774402321,0.744783317439666,-2.86089617494127,0.00422445372626563,0.014906134022592,-1.47544945376755,0.899331386149897,0.00422445372626563,0.014906134022592
"Smyd1",4.89402390094529,-2.48702780896626,0.935035618794521,-2.65982146452626,0.00781820820461911,0.0252772620237441,-1.46935675000343,1.32332640358236,0.00781820820461911,0.0252772620237441
"Ica1",119.829025330841,-1.55350271529058,0.27324426699944,-5.68539912053766,1.3050750441047e-08,1.51106982274521e-07,-1.46154342914518,0.28182525989407,1.3050750441047e-08,1.51106982274521e-07
"Ptgs2",53.0327972814205,-1.56189576766155,0.302370378696365,-5.16550521382247,2.3979034371988e-07,2.26797935495721e-06,-1.44931273181382,0.312140281617194,2.3979034371988e-07,2.26797935495721e-06
"Slc18b1",33.7030004839671,-1.63307843041541,0.396602369404999,-4.11767189607423,3.82719046596211e-05,0.00023685930738802,-1.43689672105665,0.421237993946066,3.82719046596211e-05,0.00023685930738802
"Serpine1",65.684385860458,-1.56413138986424,0.330222235467997,-4.73660226921886,2.17331092272807e-06,1.72422410816435e-05,-1.42521079493493,0.344644634415598,2.17331092272807e-06,1.72422410816435e-05
"Ctsl",19366.4212131988,-1.44424829787616,0.11746932591254,-12.2946844774733,9.67337389782238e-35,9.48519654621631e-33,-1.42340958416053,0.118137161757423,9.67337389782238e-35,9.48519654621631e-33
"Fam110b",60.7279922743708,-1.5028959128916,0.262372808772333,-5.7280932422982,1.01565740212402e-08,1.19470628435413e-07,-1.41658575567165,0.268872560054604,1.01565740212402e-08,1.19470628435413e-07
"Uchl1",475.497319232206,-1.44092314647109,0.151715004653007,-9.49756518655934,2.14855073174675e-21,8.92929146826274e-20,-1.41044682510856,0.153322569389872,2.14855073174675e-21,8.92929146826274e-20
"Fkbp9",230.974427928641,-1.46634941761868,0.21245944027622,-6.90178518644438,5.1353051146664e-12,9.23398488455273e-11,-1.40809743681184,0.217684477523586,5.1353051146664e-12,9.23398488455273e-11
"Ampd3",1251.03506053118,-1.41590930989121,0.0813450004491764,-17.4062241326786,7.40069606214049e-68,2.32215340689813e-65,-1.40805161102836,0.0815261608807534,7.40069606214049e-68,2.32215340689813e-65
"Timp2",543.380479163195,-1.58407608444763,0.376850753248689,-4.2034573920628,2.62868652077651e-05,0.0001681582289616,-1.40391230346709,0.39960022999082,2.62868652077651e-05,0.0001681582289616
"Zfp469",55.8925895245766,-1.62171492891925,0.413446669249801,-3.92242833123277,8.7660973051588e-05,0.000497842928855421,-1.39037358210351,0.458967074606247,8.7660973051588e-05,0.000497842928855421
"Mcam",11.7941609207869,-1.80388332148118,0.576425851618661,-3.12942821078495,0.00175146864100042,0.00699417210092148,-1.38409613253507,0.65215367854452,0.00175146864100042,0.00699417210092148
"Slc9b2",69.9424430396588,-1.45136746187492,0.235647820180382,-6.15905320390374,7.31811398003764e-10,1.01627565602911e-08,-1.38004781131712,0.240892478898106,7.31811398003764e-10,1.01627565602911e-08
"Rilpl1",116.125884309311,-1.50124277479191,0.308387050849395,-4.8680473796063,1.12706312406511e-06,9.4368040494604e-06,-1.37662118851112,0.323843696147719,1.12706312406511e-06,9.4368040494604e-06
"Prelid2",44.9062168935234,-1.51336941163859,0.326686053958336,-4.6324885721372,3.61296284739704e-06,2.74659580240341e-05,-1.3740777760331,0.341092354020624,3.61296284739704e-06,2.74659580240341e-05
"Slc6a8",2106.57410108394,-1.38179807774053,0.0944493286300722,-14.6300465845829,1.806634043352e-48,3.1061731339878e-46,-1.36994376689331,0.0949389596988088,1.806634043352e-48,3.1061731339878e-46
"Adap2",379.7889383939,-1.39512405870987,0.136593448663241,-10.2136967209125,1.7217728915055e-24,9.07981998373341e-23,-1.36956851386886,0.137450942115427,1.7217728915055e-24,9.07981998373341e-23
"Kitl",96.894402014511,-1.50536701565304,0.325474350658509,-4.62514791905212,3.74331161749153e-06,2.83367334807818e-05,-1.36798287655854,0.340631342728237,3.74331161749153e-06,2.83367334807818e-05
"Ndrg4",39.3436285938451,-1.51664870989737,0.345428501283906,-4.39062991113997,1.13022765199268e-05,7.76861295737135e-05,-1.36277194290057,0.360839066699817,1.13022765199268e-05,7.76861295737135e-05
"Atf7ip2",14.0606427582428,-1.82536267335841,0.59911039730841,-3.04678850769261,0.00231300389793168,0.00886969505742147,-1.36253100857267,0.695802523975788,0.00231300389793168,0.00886969505742147
"Slc2a3",222.442682948172,-1.40855954514119,0.196816025786803,-7.15673197601801,8.26230118438756e-13,1.63307310496454e-11,-1.358648670629,0.199898374223525,8.26230118438756e-13,1.63307310496454e-11
"Cyp2j6",34.5232868421684,-1.5640163399749,0.395210488148864,-3.95742619913919,7.57616837718175e-05,0.000437188456560957,-1.3583505248292,0.423304763756842,7.57616837718175e-05,0.000437188456560957
"Flnb",917.122648365945,-1.37998289311861,0.137965122666103,-10.0024039876976,1.4874163398196e-23,7.29240721917023e-22,-1.3560064807351,0.138913112103721,1.4874163398196e-23,7.29240721917023e-22
"Dusp9",118.822900485361,-1.41094512672144,0.211838277228866,-6.66048244528106,2.72930167739239e-11,4.48957606198583e-10,-1.35236824789805,0.21616601363755,2.72930167739239e-11,4.48957606198583e-10
"Copz2",64.7023264948908,-1.4298013988015,0.253332372824291,-5.64397428903882,1.66168899842913e-08,1.8908303371971e-07,-1.3465519873594,0.258990605052848,1.66168899842913e-08,1.8908303371971e-07
"Zfp286",19.3656098522141,-1.65305105121371,0.48686056255337,-3.39532748872527,0.000685465558829629,0.00311825959727099,-1.34459672371541,0.534233159659515,0.000685465558829629,0.00311825959727099
"Gramd3",140.760188088501,-1.42509751180919,0.248839544291203,-5.72697364427526,1.02238044656158e-08,1.20148848172232e-07,-1.34453655698442,0.254614681798202,1.02238044656158e-08,1.20148848172232e-07
"Ttc26",33.6458140987717,-1.52838471405249,0.378758366577741,-4.03525004044707,5.45441799110032e-05,0.000325992381934763,-1.34086199730904,0.400489693765688,5.45441799110032e-05,0.000325992381934763
"Dab2ip",226.303438057948,-1.45519116710982,0.300973743514757,-4.83494390612339,1.33183185600293e-06,1.09755887227136e-05,-1.33549256499359,0.313507027296734,1.33183185600293e-06,1.09755887227136e-05
"Pip5k1b",13.8800930555782,-1.72060972975433,0.544887492605643,-3.15773394160031,0.00159000601291048,0.00641883739724651,-1.33140901233998,0.613984740136142,0.00159000601291048,0.00641883739724651
"Thsd1",71.8327756592426,-1.40551377360134,0.243359883088808,-5.7754538495091,7.67459342534566e-09,9.16496879938282e-08,-1.32963266554404,0.24937903285579,7.67459342534566e-09,9.16496879938282e-08
"Plxna4",30.2542641605583,-1.49542477937954,0.356599920215438,-4.19356453718802,2.74604903095638e-05,0.000174952595875805,-1.3282418916557,0.374195412576474,2.74604903095638e-05,0.000174952595875805
"Mag",50.9304160829078,-1.49071395717949,0.353212094367473,-4.22044992499205,2.43815213031088e-05,0.000157171275744899,-1.3259856804147,0.371713560542772,2.43815213031088e-05,0.000157171275744899
"Mid1",321.031517680349,-1.37444146365469,0.195205852097415,-7.04098493404181,1.90885648412515e-12,3.60814122473716e-11,-1.32294102408079,0.198213788080884,1.90885648412515e-12,3.60814122473716e-11
"Prkar1b",67.3298145269855,-1.42166625725635,0.280278573811103,-5.07233299329724,3.92967964653619e-07,3.61329005448174e-06,-1.31987953553967,0.28855385464691,3.92967964653619e-07,3.61329005448174e-06
"Scn3b",13.8514291995891,-1.66848518822664,0.513215351489607,-3.25104302391552,0.00114982456019578,0.00487055283665788,-1.31925335319327,0.571296354308524,0.00114982456019578,0.00487055283665788
"Akr1c12",59.0359803298642,-1.41378805634904,0.269314471795872,-5.24958071106043,1.52445796088131e-07,1.49247050444784e-06,-1.31641014515095,0.276486716798816,1.52445796088131e-07,1.49247050444784e-06
"Adam8",28615.7633613595,-1.32345508864448,0.0554517902733791,-23.866769352618,6.78256739558189e-126,8.51280033819484e-123,-1.31487436702258,0.0555509366794307,6.78256739558189e-126,8.51280033819484e-123
"Adgrg6",270.85458830607,-1.33628401821311,0.148391516632084,-9.00512407003859,2.15422094303664e-19,7.76943306208415e-18,-1.30865668483679,0.149575048012322,2.15422094303664e-19,7.76943306208415e-18
"C5ar1",5228.38059751373,-1.67537382575298,0.549726865987399,-3.04764771273047,0.00230640140441137,0.00884978417204743,-1.30767742406511,0.632192042378414,0.00230640140441137,0.00884978417204743
"Carmil1",227.318447681187,-1.32738184545349,0.137607039471455,-9.646176900193,5.10225241490982e-22,2.23130209266666e-20,-1.30213660312831,0.138667409109441,5.10225241490982e-22,2.23130209266666e-20
"X2700081O15Rik",54.1827038995891,-1.42054023026478,0.305303473940239,-4.65287935289869,3.27331784793014e-06,2.50508611642507e-05,-1.29595337359979,0.316419680698491,3.27331784793014e-06,2.50508611642507e-05
"Apobec1",3587.65424645581,-1.31319985030283,0.121699692993915,-10.7904943553842,3.8173057971931e-27,2.41974773033185e-25,-1.29339309853088,0.122446811777539,3.8173057971931e-27,2.41974773033185e-25
"Batf3",16.1805788625593,-1.69598607334328,0.545453470528873,-3.10931392864518,0.00187522357558773,0.00741990261576341,-1.28936935651825,0.626321481523372,0.00187522357558773,0.00741990261576341
"Oit3",112.76815855286,-1.36885516029142,0.243423048554925,-5.62335887426273,1.87279769407333e-08,2.11761115840669e-07,-1.28723721695065,0.25071677773906,1.87279769407333e-08,2.11761115840669e-07
"Rab4a",66.5867405438835,-1.35884195461172,0.232549457965763,-5.84323853729117,5.11956260783232e-09,6.2566339134278e-08,-1.28614143185984,0.237195495668859,5.11956260783232e-09,6.2566339134278e-08
"Myo1e",2158.46540654186,-1.29959635145638,0.103815354438937,-12.5183443092783,5.92583874262676e-36,6.14671091394285e-34,-1.28452125958129,0.104305571546074,5.92583874262676e-36,6.14671091394285e-34
"Efr3b",184.137252396396,-1.35029333411848,0.222645100253453,-6.0647790253697,1.32135195738483e-09,1.76428600182309e-08,-1.2832903059996,0.227428035223914,1.32135195738483e-09,1.76428600182309e-08
"Maf",2181.39355793903,-1.6350527306706,0.523861660659106,-3.12115364314584,0.00180144019482941,0.00717090893920201,-1.27981556273911,0.599574761432146,0.00180144019482941,0.00717090893920201
"Dst",787.502042909914,-1.2914880210088,0.113510544846486,-11.3776920263702,5.40102002597194e-30,4.13342697231547e-28,-1.27427447296044,0.114231064872735,5.40102002597194e-30,4.13342697231547e-28
"Mettl27",35.814021232202,-1.57188196552289,0.454532458735488,-3.45823919791312,0.000543718411854689,0.00254160513489318,-1.27325738622001,0.515357044687385,0.000543718411854689,0.00254160513489318
"Bcl2l1",2207.99251724089,-1.28243979873203,0.128913194528608,-9.94808796276805,2.57074849533578e-23,1.24097939865228e-21,-1.26184588015665,0.129974935489744,2.57074849533578e-23,1.24097939865228e-21
"Syngr1",947.85125113661,-1.30353623956039,0.175655385304927,-7.42098648041752,1.16251184353749e-13,2.46881322305228e-12,-1.260089096611,0.179998820102182,1.16251184353749e-13,2.46881322305228e-12
"Ppic",13.1953479327724,-1.60648564201514,0.506973492642484,-3.16877640612274,0.00153082112205793,0.00621187711055581,-1.25765841436817,0.56161497009357,0.00153082112205793,0.00621187711055581
"Ets2",2929.3691001967,-1.27124562731243,0.122597908241793,-10.3692277098662,3.42279748146586e-25,1.92643637622771e-23,-1.24912063822161,0.123478114724386,3.42279748146586e-25,1.92643637622771e-23
"Gfra4",6.94757143319551,-2.00778994917749,0.750713663963107,-2.67450833194927,0.00748389165471837,0.0243595238999923,-1.2474971906079,0.981834619978973,0.00748389165471837,0.0243595238999923
"Inppl1",4581.39725255239,-1.25643136768845,0.0881950275223117,-14.2460567560977,4.7431818094368e-46,7.34958949262238e-44,-1.24575726484478,0.0884788111099547,4.7431818094368e-46,7.34958949262238e-44
"Rap2a",2313.51368228516,-1.25813359439749,0.125333643237357,-10.0382751342737,1.03467534744275e-23,5.13288944100949e-22,-1.23551605003804,0.126142908067252,1.03467534744275e-23,5.13288944100949e-22
"Rhoj",130.61211817315,-1.42279695275146,0.360769004832003,-3.94378933249545,8.02041210199687e-05,0.000459309547256307,-1.22776040229787,0.397934229619084,8.02041210199687e-05,0.000459309547256307
"Tanc1",385.957957966386,-1.3019230352922,0.228309116891998,-5.70245749716633,1.18092362947117e-08,1.37493251145572e-07,-1.22661989387017,0.238129013464768,1.18092362947117e-08,1.37493251145572e-07
"Rsph9",22.6422746943223,-1.51526582671039,0.456530494277357,-3.31909006233835,0.000903112970113297,0.00396314461565708,-1.2244536733648,0.500095163370708,0.000903112970113297,0.00396314461565708
"Fam149a",33.2366890494458,-1.38385796044212,0.341163858318283,-4.05628534998884,4.98593408822743e-05,0.000301582933693217,-1.21975123908303,0.358480989147508,4.98593408822743e-05,0.000301582933693217
"Plod2",28.3621843638813,-1.3799292871119,0.341430373806737,-4.04161255990949,5.30848891961497e-05,0.00031833179374146,-1.21677005417825,0.358014653687461,5.30848891961497e-05,0.00031833179374146
"Rapgef5",1094.56351298828,-1.33512170880958,0.289906559276189,-4.60535184903365,4.11769050104799e-06,3.09653286271141e-05,-1.21650382363917,0.303698137818775,4.11769050104799e-06,3.09653286271141e-05
"Lrfn4",144.32114497586,-1.29229923120654,0.236586432199763,-5.46227109978723,4.70081462611659e-08,4.9918596951497e-07,-1.21384746135404,0.242015778522873,4.70081462611659e-08,4.9918596951497e-07
"Itgb3",35.3439020256518,-1.38351286640002,0.348473841116652,-3.97020580358823,7.18105763963201e-05,0.000417459260931085,-1.21230144321823,0.367544597759848,7.18105763963201e-05,0.000417459260931085
"Etv4",14.4984131990277,-1.7080731772667,0.597376594954164,-2.85929042365271,0.00424589868507089,0.0149649745566764,-1.20030264592811,0.71424259848236,0.00424589868507089,0.0149649745566764
"Spsb1",53.5483241934923,-1.28384753587319,0.244338958298697,-5.25437099680076,1.4853121038882e-07,1.45641814186725e-06,-1.19916351691991,0.250242742015871,1.4853121038882e-07,1.45641814186725e-06
"Nrap",13.9660643299897,-1.67668005430434,0.582745560853342,-2.87720776774189,0.00401211334571843,0.0143016286856325,-1.19255114407032,0.689372113293867,0.00401211334571843,0.0143016286856325
"Stat4",138.108078729011,-1.31202623719876,0.292857361862568,-4.48008624012146,7.46128860009869e-06,5.32083143294538e-05,-1.18881936143666,0.3056017935085,7.46128860009869e-06,5.32083143294538e-05
"Bcar3",639.26644286927,-1.20487419878749,0.110677965924477,-10.8863059482829,1.3396453442449e-27,8.57851465082537e-26,-1.1874243153571,0.111261957468324,1.3396453442449e-27,8.57851465082537e-26
"Nanos1",294.180171904099,-1.22865522284656,0.175186375272232,-7.01341768694788,2.32565813988729e-12,4.36312934435357e-11,-1.18466662375773,0.177423583433704,2.32565813988729e-12,4.36312934435357e-11
"Tmc3",15.8303120664769,-1.59938114056097,0.539979807776227,-2.96192768234728,0.00305719580178432,0.0112888686402457,-1.18414092228362,0.619642213089398,0.00305719580178432,0.0112888686402457
"Tent5c",162.750335635723,-1.29868382627262,0.27886764759525,-4.65698992863287,3.20866135050901e-06,2.46462108997788e-05,-1.18397840963437,0.290597212096818,3.20866135050901e-06,2.46462108997788e-05
"Lgalsl",75.5391109094051,-1.35493933040131,0.347715659166121,-3.89668769491336,9.75172375167518e-05,0.000548114128111398,-1.18216160233556,0.367200096126985,9.75172375167518e-05,0.000548114128111398
"Eng",653.842490180521,-1.2218558704756,0.172664227857178,-7.07648530120715,1.47856428590753e-12,2.86823189372882e-11,-1.17859731194737,0.175297349303121,1.47856428590753e-12,2.86823189372882e-11
"Ctsb",79490.1510429373,-1.19051844794679,0.0831271443695611,-14.3216569867247,1.60256143052613e-46,2.57868570699146e-44,-1.17689235450749,0.0834517007977276,1.60256143052613e-46,2.57868570699146e-44
"Zranb3",1093.43307832803,-1.20369833939614,0.14357486856418,-8.38376765678926,5.12599272255841e-17,1.52455769338461e-15,-1.17429117375233,0.144894859458901,5.12599272255841e-17,1.52455769338461e-15
"Cyfip2",1458.48335759228,-1.20532241125335,0.155665294170822,-7.74303879148979,9.70684098022315e-15,2.30303518228319e-13,-1.17041732827341,0.157339162295607,9.70684098022315e-15,2.30303518228319e-13
"C1qtnf6",51.6651395627332,-1.29654008771454,0.295019948382532,-4.39475396434348,1.10898284869444e-05,7.63513095664507e-05,-1.16847646357592,0.306756781512455,1.10898284869444e-05,7.63513095664507e-05
"Pmp22",4067.52229264905,-1.35529144511818,0.362258774124973,-3.7412246215205,0.000183125757884031,0.000972255239933362,-1.16573623754104,0.386981749027719,0.000183125757884031,0.000972255239933362
"Chst3",471.402901646456,-1.19148602756842,0.137259838802051,-8.68051454793504,3.93982327075212e-18,1.28772713206276e-16,-1.1640461433656,0.138402610407037,3.93982327075212e-18,1.28772713206276e-16
"Rcn1",56.3275753722071,-1.52520013082531,0.49617709192921,-3.07390275696749,0.00211278287612143,0.00821485064380422,-1.16094755577552,0.567729120970001,0.00211278287612143,0.00821485064380422
"Abca8b",68.357857725754,-1.23718654281505,0.2291293085912,-5.39951239944764,6.68222657670758e-08,6.89142364537854e-07,-1.16092384684686,0.234640722483715,6.68222657670758e-08,6.89142364537854e-07
"Arap2",72.8748758494982,-1.31036768917292,0.328291866366799,-3.99147168546922,6.5664529370989e-05,0.000386021315285847,-1.1533691008291,0.345021832898851,6.5664529370989e-05,0.000386021315285847
"Nuak1",49.2872969368192,-1.75034380792844,0.632645661410852,-2.76670483130325,0.00566259994595561,0.0191928954689951,-1.15208366515564,0.81213401474926,0.00566259994595561,0.0191928954689951
"Dusp1",504.315214164466,-1.19198145528513,0.165459130751272,-7.20408387178701,5.84353908819577e-13,1.17913599832709e-11,-1.15156605802461,0.167435689958144,5.84353908819577e-13,1.17913599832709e-11
"Pcdhga11",14.7427048029998,-1.48690539285594,0.481258556557762,-3.08961861060953,0.00200413665745641,0.00786059974616731,-1.15089485209059,0.534325977901505,0.00200413665745641,0.00786059974616731
"Ttc12",76.8562769780987,-1.2551099805364,0.268453806171713,-4.67532942979987,2.93482121494782e-06,2.27516621796233e-05,-1.14852240496677,0.278564486394276,2.93482121494782e-06,2.27516621796233e-05
"Apoe",12272.0235399764,-1.21943832715213,0.259923283861014,-4.69153170519417,2.71167239038287e-06,2.11523928972626e-05,-1.14745936441805,0.268330302874072,2.71167239038287e-06,2.11523928972626e-05
"Serpinb6a",2701.82010438652,-1.16774305982466,0.130502358974056,-8.94806093165568,3.61781333549411e-19,1.28632224288347e-17,-1.14368001974433,0.131562446339378,3.61781333549411e-19,1.28632224288347e-17
"Ston1",23.6703318635758,-1.42135580905636,0.435463636717076,-3.26400573827896,0.00109848940613724,0.0046895035838192,-1.14283519431509,0.476990978577743,0.00109848940613724,0.0046895035838192
"Ccdc96",9.35603312468312,-2.25855867514245,0.846290580385481,-2.66877444637713,0.00761285547335657,0.0247279888835658,-1.14267739019756,1.51122065456099,0.00761285547335657,0.0247279888835658
"Glis3",110.010219247665,-1.19598697061134,0.191226190232672,-6.25430527667859,3.99289302578964e-10,5.76032188122825e-09,-1.14226044484273,0.194580078906481,3.99289302578964e-10,5.76032188122825e-09
"Il1rn",645.415040967199,-1.20750038802186,0.210142119656808,-5.74611310666268,9.13182342316243e-09,1.0792233124681e-07,-1.1422006814348,0.214288928785946,9.13182342316243e-09,1.0792233124681e-07
"Slc37a2",4662.4315902259,-1.15980611041587,0.111140469211923,-10.4354976962023,1.70716776968077e-25,9.82874434736853e-24,-1.14165125020991,0.111753744761405,1.70716776968077e-25,9.82874434736853e-24
"Ralgapa2",2607.2714049563,-1.16185846989116,0.140672380714625,-8.25932186537857,1.4650239052383e-16,4.10435603451917e-15,-1.13275737041356,0.142159316817948,1.4650239052383e-16,4.10435603451917e-15
"Phf24",14.1363176238729,-1.62100812823798,0.565922965029955,-2.86436180965404,0.00417850431908937,0.0147772351955172,-1.13043077039357,0.68433475853156,0.00417850431908937,0.0147772351955172
"Zfp334",15.1096518045314,-1.45455776383949,0.469762796051791,-3.09636645571891,0.00195908084559892,0.00770796980975298,-1.12916105970003,0.520291881517361,0.00195908084559892,0.00770796980975298
"Pdgfa",618.400108579003,-1.49608159061363,0.486200040038005,-3.07709063639049,0.00209031731588255,0.00814769336386393,-1.12198188268637,0.574265776460873,0.00209031731588255,0.00814769336386393
"Snx16",165.203226128805,-1.16212000889166,0.169918841505776,-6.83926513736359,7.96004427732917e-12,1.39339631415284e-10,-1.12120504312501,0.172216542828773,7.96004427732917e-12,1.39339631415284e-10
"Pdlim4",268.870813341377,-1.17545381165232,0.197928658474362,-5.93877521685204,2.87159268592192e-09,3.61861042178775e-08,-1.11624987265592,0.203345841218808,2.87159268592192e-09,3.61861042178775e-08
"Psd3",1059.08000297018,-1.12798993982767,0.1145217396743,-9.8495704224864,6.88375599951692e-23,3.18811887638144e-21,-1.10842793453945,0.1154122166398,6.88375599951692e-23,3.18811887638144e-21
"Ube2e2",88.9699657913624,-1.16452130095917,0.194460785302142,-5.98846342798525,2.11832757454427e-09,2.73249017349488e-08,-1.10797927847013,0.197599291987715,2.11832757454427e-09,2.73249017349488e-08
"Mpzl1",219.369922552022,-1.14270413696001,0.159674413559107,-7.15646365306372,8.27848165337321e-13,1.6336984784825e-11,-1.10386156690462,0.161694888072391,8.27848165337321e-13,1.6336984784825e-11
"Pcp4l1",458.083243662883,-1.40397361390247,0.432048981546151,-3.24957047434331,0.00115579435830982,0.00489418859350423,-1.10262943049284,0.49742318649353,0.00115579435830982,0.00489418859350423
"Uaca",323.356458527586,-1.13384348018503,0.146720174956235,-7.72793162578523,1.09308024229742e-14,2.56914796274812e-13,-1.1015688510213,0.148646351205476,1.09308024229742e-14,2.56914796274812e-13
"Npl",47.0010816852866,-1.40337288670053,0.448540961099496,-3.1287507906981,0.0017555112887321,0.00700585761045358,-1.09915989052077,0.498697984571477,0.0017555112887321,0.00700585761045358
"Tgfb3",18.5498407096182,-1.54898562177509,0.541525866731094,-2.86040929332795,0.00423094567456184,0.0149248451830876,-1.09913373087225,0.641339241758653,0.00423094567456184,0.0149248451830876
"Prkca",44.3509337046174,-1.22929819737123,0.294511599772426,-4.17402302089674,2.99267496348143e-05,0.000189224501091463,-1.09892278358454,0.306400279253871,2.99267496348143e-05,0.000189224501091463
