"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Fosb",7.54952698297981e-13,-0.611674626373797,0.877,0.85,1.21041566118115e-08
"Zfp36l1",2.18509211017717e-09,-0.618477236888027,0.657,0.686,3.50335818024705e-05
"Jund",3.43361242265363e-23,-0.620332138403098,0.994,0.99,5.50511079724056e-19
"Tsc22d3",1.50392636687817e-10,-0.639168828199275,0.389,0.5,2.41124514401578e-06
"Tcim",2.07506849650768e-07,-0.642027299037593,0.102,0.201,0.00332695732045077
"Ctsb",1.90351243803406e-28,-0.644131849631588,0.938,0.919,3.05190149190001e-24
"Slc11a1",1.90828339626308e-19,-0.654136155061,0.194,0.401,3.0595507692286e-15
"Folr2",2.16272464069978e-08,-0.658995075015384,0.036,0.115,0.000346749641643396
"Zmynd15",9.78150164098209e-13,-0.671329957842377,0.111,0.252,1.56826815809866e-08
"Olfml3",4.61967217524857e-26,-0.676600713894927,0.025,0.206,7.40672039857603e-22
"Ifi207",7.82501856716953e-10,-0.677028795600318,0.591,0.64,1.25458522687429e-05
"Fyb",8.91577365576932e-21,-0.68963857668384,0.38,0.576,1.4294659902295e-16
"Itgb5",6.16173890634043e-14,-0.695512059249308,0.337,0.475,9.8791159885356e-10
"Dab2",2.12673728110104e-11,-0.697777823668389,0.485,0.567,3.4097978827893e-07
"Csf1r",4.98068453464293e-30,-0.720508418041056,0.816,0.86,7.98553151439301e-26
"Pla2g7",1.00639142547179e-19,-0.733231718563788,0.65,0.722,1.61354737245892e-15
"Blvrb",4.86552583671436e-17,-0.748839435260545,0.367,0.518,7.80089757400413e-13
"C3ar1",6.65524463388028e-19,-0.754731818456179,0.461,0.609,1.06703537215003e-14
"Fxyd2",2.44490091611908e-18,-0.768790350100793,0.108,0.289,3.91990963881373e-14
"Stab1",7.66359364837076e-22,-0.769755529984895,0.047,0.219,1.22870396964328e-17
"Itm2b",3.79497098012985e-54,-0.824190418877918,0.986,0.984,6.08447697244218e-50
"Aif1",5.64083663708432e-28,-0.839706669672851,0.632,0.743,9.04395338023729e-24
"Klf2",6.30027034808309e-17,-0.857233429316798,0.683,0.77,1.01012234490816e-12
"Fos",8.74857656627935e-26,-0.858673463839219,0.938,0.951,1.40265928087157e-21
"Rnase4",8.42940640891524e-26,-0.866264422562502,0.141,0.377,1.35148672954138e-21
"Jun",6.27689961387674e-10,-0.866267317963732,0.767,0.789,1.00637531509286e-05
"Ubc",3.21486953243167e-17,-0.882514059918003,0.931,0.924,5.15440032134769e-13
"Lgmn",6.5947684460308e-40,-0.922243963214823,0.774,0.826,1.05733922495212e-35
"Glul",2.5163236009554e-13,-0.92656836218182,0.356,0.482,4.03442162941179e-09
"Pmepa1",1.55831527545147e-13,-0.928267556507572,0.335,0.47,2.49844688113135e-09
"Serinc3",4.7549564097112e-33,-0.98140737845709,0.547,0.696,7.62362161168996e-29
"Igfbp4",2.96465493316486e-30,-0.989615952130673,0.076,0.316,4.75323125434321e-26
"Tmem37",1.05806102535023e-42,-1.00358247407773,0.082,0.388,1.69638924194403e-38
"Igf1",6.47668439713225e-40,-1.00404381327558,0.057,0.339,1.03840680939221e-35
"Gdpd3",3.61131555719297e-24,-1.02446559852406,0.229,0.436,5.79002223284749e-20
"C5ar1",1.77983929158869e-25,-1.03044442417652,0.251,0.479,2.85361633620415e-21
"Rhob",2.39458249201822e-27,-1.10616208683785,0.253,0.508,3.83923410945281e-23
"Cd81",5.07330015038069e-58,-1.16889071219414,0.792,0.859,8.13402213110536e-54
"Cd63",3.69885380222589e-47,-1.2228897039402,0.302,0.653,5.93037230110877e-43
"Ms4a7",4.01570858881369e-63,-1.79321617274818,0.223,0.63,6.438385580445e-59
"Selenop",2.30434948920914e-75,-1.93494702176314,0.693,0.859,3.69456353604902e-71
"Mafb",5.55360880023158e-94,-2.00791579025179,0.126,0.683,8.90410098941128e-90
"Pf4",1.42561580445133e-53,-2.20333539469572,0.245,0.622,2.28568981927681e-49
"Ccl12",5.61526429327022e-19,-2.24276462532573,0.13,0.316,9.00295324140014e-15
"C1qb",3.28597093326386e-128,-2.25566706821493,0.644,0.962,5.26839719730194e-124
"C1qa",3.68253971962631e-126,-2.35508697930493,0.492,0.936,5.90421593247686e-122
"C1qc",3.38524249189449e-129,-2.44712235478724,0.345,0.898,5.42755928725443e-125
"Apoe",5.31887823051114e-108,-2.61596356212942,0.639,0.957,8.5277574669785e-104
