"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cd300ld",3.86591419624384e-72,0.448153896729531,0.881,0.711,6.19822023083775e-68
"Btg1",4.36792980009535e-72,0.492284284274941,0.877,0.737,7.00310184849288e-68
"Rassf4",8.29390827279643e-72,0.377189720786729,0.974,0.944,1.32976231337745e-67
"Asz1",1.21143617213545e-71,-0.329691667163507,0.005,0.159,1.94229561478476e-67
"Sort1",1.7915330778882e-71,0.399478702248888,0.664,0.399,2.87236498377816e-67
"Fam49b",2.38760343329689e-71,0.390154491808457,0.999,0.994,3.8280445846049e-67
"Cfb",9.05728472673406e-71,-0.395719394514633,0.399,0.676,1.45215446023727e-66
"Cdk2ap2",1.96229748879894e-70,0.399084912455563,0.915,0.789,3.14615156379133e-66
"Rps5",2.1525016473681e-70,-0.27375878695504,0.998,0.996,3.45110589122528e-66
"Tnik",5.34521751782146e-69,-0.415905829130778,0.19,0.46,8.56998724632315e-65
"P2rx4",6.57787995036359e-69,-0.433951830070536,0.604,0.807,1.05463149244179e-64
"F10",1.93487410047781e-68,0.421002389056321,0.986,0.961,3.10218364529607e-64
"Saa3",3.58230750093385e-68,-1.23240935145714,0.803,0.926,5.74351361624725e-64
"Ptprc",3.71678427968537e-68,0.392967472233732,0.986,0.966,5.95912023561955e-64
"Rpl13",1.03660568113847e-67,-0.246724943561071,0.998,0.998,1.66198988856932e-63
"Asap1",1.48106098260403e-67,0.484314221781272,0.961,0.929,2.37458507340904e-63
"Lcp1",5.02604157310241e-67,0.410830442459105,0.947,0.895,8.0582524541551e-63
"Auts2",9.32574536339556e-67,-0.4825250552127,0.047,0.242,1.49519675411321e-62
"Sowahc",1.00528270478917e-66,0.360560456493599,0.482,0.208,1.61176976058847e-62
"Rpl32",7.77017714608361e-66,-0.263216734521365,0.999,0.992,1.24579250183158e-61
"Myl12b",8.44894541648554e-66,0.358593204191848,0.953,0.887,1.35461941862513e-61
"Cd68",9.90869636086318e-66,0.409427316970976,0.958,0.892,1.58866128753719e-61
"Usp3",1.02130768881253e-65,0.421474232431509,0.981,0.967,1.63746261747313e-61
"Rp1",1.61561755255518e-65,-0.529218024941486,0.578,0.788,2.59031962201172e-61
"Ptprm",1.02509670457271e-64,-0.690729475041967,0.372,0.624,1.64353754644143e-60
"Ctsc",1.03636648940946e-64,0.473932402531521,0.966,0.941,1.66160639247019e-60
