"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Fn1",1.50087634100723e-112,0.31336306923098,1,0.999,2.40635503753689e-108
"Sec61g",4.1653713294401e-46,0.313211065892748,0.989,0.964,6.67833985249132e-42
"Sgms1",1.5032631891334e-20,0.312192979782758,0.939,0.913,2.41018187113758e-16
"Bin2",5.24881726991743e-42,0.311776822638594,0.785,0.652,8.41542872885861e-38
"Mgl2",2.63025247222548e-51,0.310387666489371,0.275,0.076,4.21708378871911e-47
"Cebpb",6.02227535566989e-51,0.309090737626903,0.998,0.994,9.65551407774554e-47
"Zfp608",3.57314783325621e-27,0.308357115538015,0.794,0.699,5.72882792105967e-23
"Actr3",9.76733114674748e-62,0.308322835657851,0.993,0.981,1.56599620275802e-57
"Fgd4",1.13236157183056e-27,0.30791706896901,0.962,0.947,1.81551530811594e-23
"Txn1",9.61909434843456e-47,0.307825288899168,0.995,0.987,1.54222939688451e-42
"Mbp",1.42189475725079e-40,0.307684096772623,0.695,0.527,2.2797238643002e-36
"Pgap1",7.40297554947658e-40,0.307011403140412,0.546,0.355,1.18691906984758e-35
"Nceh1",3.43698825530023e-44,0.306781863336848,0.622,0.437,5.51052326972286e-40
"Prkd3",9.29951150263216e-36,0.306683377718915,0.887,0.799,1.49099067921701e-31
"Atp5k",5.04620316201659e-44,0.306203174908874,0.972,0.931,8.0905775296612e-40
"Sec61b",3.23076805601629e-52,0.305781229682391,0.987,0.961,5.17989042421093e-48
"Tnfrsf21",1.81710805018189e-39,0.304828149883912,0.766,0.635,2.91336933685662e-35
"Soat1",7.14434475162834e-44,0.304625482499625,0.857,0.736,1.14545279402857e-39
"Pip4k2a",2.83026044562583e-32,0.30354486796835,0.924,0.858,4.5377565724719e-28
"Ly86",5.61974783917123e-35,0.303325603295352,0.989,0.97,9.01014171054324e-31
"Uvrag",6.5942147115744e-36,0.303178338531972,0.926,0.903,1.05725044470672e-31
"Sept9",8.18477319678668e-42,0.30282322490422,0.821,0.678,1.31226468664081e-37
"Khk",1.08141576553985e-28,0.302550613238553,0.907,0.849,1.73383389689004e-24
"Tm6sf1",6.92177597978892e-51,0.301522541029155,0.946,0.905,1.10976834283956e-46
"Ubl5",2.5034785888502e-53,0.300340712515495,0.984,0.944,4.01382722150353e-49
"Specc1",2.06391278643432e-32,0.299685479999857,0.41,0.231,3.30907137049014e-28
"Slc25a5",4.50657528358006e-40,0.299660893771146,0.944,0.869,7.22539215216391e-36
"Arhgap26.1",6.32308529904445e-32,0.298758558921017,0.58,0.418,1.0137802659958e-27
"Ccr2",2.35272762607418e-16,0.29867202952229,0.101,0.029,3.77212820288474e-12
"Sh3bgrl3",2.40432782772875e-56,0.298565316355667,0.999,0.99,3.8548588061975e-52
"Clec4n",3.54932067146665e-55,0.298040611610082,0.256,0.055,5.69062583256249e-51
"Cfh",4.10660198205024e-40,0.296511628034477,0.994,0.99,6.58411495782116e-36
"Cbl",1.0157537579453e-44,0.295786529380994,0.949,0.9,1.62855800011369e-40
"Anxa2",7.41793906353255e-31,0.295716194428255,0.908,0.846,1.18931817005617e-26
"Psmb3",2.26190438865948e-43,0.295291080174789,0.93,0.852,3.62651130633775e-39
"Rnase6",2.18711144947605e-50,0.295278452164162,0.454,0.226,3.50659578694495e-46
"Cox6c",7.14828813229179e-50,0.295160184427854,0.989,0.973,1.14608503625034e-45
"Plin2",1.1802738488897e-35,0.294684402829756,0.933,0.881,1.89233306192486e-31
"Atp5e",5.03207838073142e-51,0.294186623804192,0.994,0.973,8.06793126782668e-47
"Adgb",1.66381273270705e-15,0.293530406293231,0.871,0.856,2.66759095434922e-11
"Sorl1",5.80777377429779e-77,0.290758445201976,0.325,0.063,9.31160369233165e-73
"Srgn",2.22307804316479e-50,0.290113134364755,0.999,0.99,3.56426102660611e-46
"Akap13",5.72502954350235e-38,0.289696390664724,0.98,0.981,9.17893986709731e-34
"Krt80",1.05610093267568e-29,0.28937778850949,0.882,0.824,1.69324662535893e-25
"Elovl5",2.73550591568642e-31,0.287960136893053,0.949,0.905,4.38583663462004e-27
"Limd1",9.3881852918589e-37,0.287632824111715,0.648,0.474,1.50520774784374e-32
"Mbnl1",4.40841174605928e-37,0.287138238300106,0.997,0.992,7.06800655245684e-33
"Rps27l",3.23570314715873e-39,0.286669416654365,0.977,0.954,5.18780285583959e-35
"Nfam1",6.53069817245778e-45,0.28591708963638,0.965,0.939,1.04706683799016e-40
"Pgam1",1.50047953443673e-35,0.28511309765427,0.862,0.779,2.40571883756241e-31
"Dnajb14",4.63916419916213e-30,0.283279276184044,0.736,0.609,7.43797196051664e-26
"Prdx5",1.12815167228885e-49,0.282696867444426,0.995,0.986,1.80876557618072e-45
"Creg1",9.41223907805097e-44,0.281790450976199,0.982,0.966,1.50906429138391e-39
"Pirb",1.07259643132939e-33,0.281617016417495,0.968,0.95,1.71969385835041e-29
"Sh3kbp1",1.50528077080649e-32,0.28152491703535,0.975,0.967,2.41341665983405e-28
"Slit2",2.17744884978649e-18,0.28148998677795,0.12,0.036,3.49110374086268e-14
"Pbxip1",5.56096249271279e-39,0.281161616202752,0.703,0.537,8.91589116456641e-35
"Ap1s2",3.55189581697872e-33,0.279530333940998,0.844,0.764,5.69475456336199e-29
"Plcg2",5.52890684653379e-37,0.279463935485705,0.904,0.833,8.86449634704762e-33
"Gng5",8.8220378521445e-53,0.279273572343527,0.994,0.975,1.41443732883433e-48
"Mcl1",6.0051564215599e-51,0.279214067147851,0.987,0.985,9.62806729068699e-47
"Ctsd",1.46579813681392e-40,0.27902010909937,1,0.995,2.35011415275376e-36
"Mpp6",4.01221695177419e-27,0.278736296617459,0.753,0.633,6.43278743877955e-23
"Fmnl1",1.25793510433873e-45,0.278535245981944,0.507,0.285,2.01684735278629e-41
"Eno1",3.3977118337018e-38,0.277801173099475,0.978,0.954,5.4475513829741e-34
"Krtcap2",1.10044637872884e-30,0.276397427179488,0.924,0.846,1.76434567901595e-26
"Mrps15",4.26884690224604e-31,0.275281768853456,0.859,0.776,6.84424223837108e-27
"Cnn2",6.05519706863296e-41,0.274319718227839,0.459,0.256,9.70829746013923e-37
"Mef2c",4.06012982162246e-25,0.274095210255743,0.864,0.787,6.50960614300728e-21
"Traf3ip3",6.40572825914023e-58,0.273378149510897,0.439,0.189,1.02703041178795e-53
"Cox5b",1.22974461468498e-44,0.272991656416278,0.978,0.94,1.97164954072443e-40
"Gm8797",6.03846986822254e-40,0.272989631604548,0.624,0.426,9.6814787397212e-36
"Ptk2b",7.75876903733805e-31,0.272535083763787,0.89,0.814,1.24396343975641e-26
"Atp5j2",1.5882114845519e-41,0.272486973575728,0.982,0.957,2.54637947318205e-37
"Crlf2",2.751021049142e-33,0.272447459987453,0.944,0.882,4.41071204808937e-29
"Ndufs6",3.70254506148461e-44,0.27244625049052,0.895,0.779,5.93629049707828e-40
"Chchd2",6.56122677724274e-54,0.272205380567711,0.998,0.987,1.05196148919533e-49
"St3gal4",3.04947923769717e-22,0.272106652649392,0.972,0.95,4.88923006179987e-18
"Edf1",1.86878347356476e-37,0.271728218623964,0.91,0.828,2.99622054316638e-33
"Myadm",2.81729231750051e-31,0.270532826449712,0.89,0.816,4.51696477264856e-27
"Plcl2",8.63424676384216e-25,0.27004086375193,0.923,0.896,1.38432878364681e-20
"Exoc4",2.39492883032458e-14,0.268708006935034,0.923,0.913,3.8397893936594e-10
"Rfx2",1.81656362867059e-29,0.268580922711287,0.368,0.2,2.91249646584755e-25
"Rassf5",1.22558935995334e-39,0.26695425176841,0.597,0.403,1.96498742081319e-35
"Fam49a",1.25347980292602e-27,0.26682113413681,0.855,0.785,2.00970416803129e-23
"Colec12",8.71917691074991e-13,0.266648066943724,0.772,0.69,1.39794563410053e-08
"Gpx1",4.75287458657212e-57,0.263470452042935,0.999,0.999,7.62028382465109e-53
"Higd1a",1.28070068733853e-38,0.263439456814786,0.675,0.495,2.05334741200987e-34
"Cd33",3.05598466998797e-37,0.262779306726562,0.72,0.553,4.89966022139172e-33
"Ndufv3",3.45809427264601e-32,0.262090232396008,0.895,0.808,5.54436254733335e-28
"Rnd3",3.65906859381818e-30,0.261832207286774,0.478,0.301,5.86658467646869e-26
