"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Mcemp1",4.6916715306372e-38,0.443953953766454,0.707,0.493,7.52215696507062e-34
"Eef1g",1.156557765004e-41,0.443315051389751,0.77,0.609,1.85430906463092e-37
"Lrrfip1",8.90364312617699e-41,0.441986688382057,0.871,0.762,1.42752110241996e-36
"Npm1",4.64069746002884e-46,0.441827412138831,0.877,0.766,7.44043023766424e-42
"F10",3.26784396379381e-16,0.441377069758581,0.692,0.572,5.23933422715062e-12
"Pten",1.18497980214686e-35,0.440274795161521,0.875,0.737,1.89987811678206e-31
"Lrrc8d",4.36617959549009e-26,0.438665544904219,0.895,0.793,7.00029574544926e-22
"Psap",6.39600053203063e-49,0.435993274922978,0.966,0.931,1.02547076530047e-44
"Myo1g",2.64906294385065e-39,0.431842862224109,0.79,0.628,4.24724261787575e-35
"Ddx6",7.05630335913333e-34,0.431477230470477,0.868,0.755,1.13133711756985e-29
"Ebi3",3.02707933014599e-21,0.428058786535258,0.467,0.318,4.85331629002307e-17
"Glis3",5.57324101161809e-09,0.427169091154805,0.216,0.138,8.93557731392728e-05
"mt-Nd4",3.69840574187792e-50,0.427152183782876,0.962,0.893,5.92965392595287e-46
"Appl1",2.83754034367589e-21,0.427011877030629,0.389,0.247,4.54942843301556e-17
"Rps13",2.36137662171161e-55,0.424750111216209,0.947,0.921,3.78599513759022e-51
"Sipa1l1",1.68579374770396e-18,0.424281696187535,0.695,0.568,2.70283311569376e-14
"Rps15a",2.49528787322848e-44,0.423632997721417,0.938,0.896,4.00069504714723e-40
"Rap2a",5.55590659820772e-26,0.422864118618696,0.636,0.478,8.90778504890644e-22
"Il1r2",1.47273725685193e-28,0.421927088286572,0.939,0.884,2.3612396439107e-24
"Prkd3",1.09204646536219e-36,0.420336046684256,0.502,0.289,1.7508780979152e-32
"Rps7",5.63585880239347e-42,0.419997786481497,0.935,0.91,9.03597241787745e-38
"mt-Nd3",9.51671224223301e-41,0.418485711557312,0.661,0.439,1.52581447379722e-36
"Foxn3",6.25976958330563e-28,0.41793971472727,0.863,0.739,1.00362885729139e-23
"Eif3e",2.14959789477478e-42,0.417452517858922,0.752,0.578,3.44645030469241e-38
"Fyn",1.0818268189367e-23,0.41660718687764,0.833,0.701,1.73449293880122e-19
"Rps9",3.15215975533108e-64,0.414026849069604,0.968,0.951,5.05385773572232e-60
"Rpl17",3.66532578770992e-50,0.412254935636045,0.959,0.928,5.87661683543531e-46
"Slc16a3",1.11441029515594e-32,0.41225388859601,0.751,0.588,1.78673402622351e-28
"Rpl21",7.28734796219536e-50,0.410447700188473,0.953,0.929,1.16838049877878e-45
"Cblb",7.78469234816097e-21,0.409309723488896,0.641,0.488,1.24811972418065e-16
"Mxi1",3.99255832019312e-27,0.403199362308665,0.859,0.739,6.40126875476563e-23
"Slc23a2",4.56719229852227e-18,0.397178832620013,0.531,0.391,7.32257941222076e-14
"Rplp1",1.86165283126243e-56,0.396543329534093,0.98,0.956,2.98478798436305e-52
"Mpp7",2.63170652552907e-20,0.396409633215925,0.849,0.734,4.21941507238076e-16
"Eprs",1.40838010105972e-20,0.395798516681243,0.773,0.647,2.25805581602906e-16
"Tob2",1.41167212356401e-19,0.395677597580771,0.725,0.605,2.26333391571018e-15
"Grk5",5.96616488697705e-33,0.395643045830559,0.339,0.154,9.56555216329031e-29
"Ifngr1",2.05870333255779e-23,0.392663397570002,0.792,0.676,3.3007190530899e-19
"Plek",2.4256858631567e-34,0.392410957279159,0.963,0.942,3.88910214439913e-30
"Gpd2",2.60071177583909e-25,0.391904688432867,0.741,0.588,4.16972119020281e-21
"Atp5c1",1.63333188067019e-33,0.391812278431052,0.781,0.639,2.61872100427852e-29
"Gnai2",3.32383144759216e-41,0.391001394928002,0.893,0.819,5.32909895992452e-37
"Eif3a",1.76229730148985e-35,0.389943200239627,0.8,0.649,2.82549126347868e-31
"Rpl23",1.01420867735838e-54,0.38714604034957,0.971,0.956,1.62608077240869e-50
"Stap1",2.22657794516102e-18,0.38609553060463,0.643,0.513,3.56987241947666e-14
"Cd86",4.09257768361255e-20,0.385059262042402,0.965,0.944,6.56162980013601e-16
"Tmtc2",1.07224142918638e-09,0.384995404777225,0.426,0.322,1.71912468341452e-05
"Ggta1",3.48988681751803e-26,0.383612209112932,0.752,0.595,5.59533553452666e-22
"Klrb1b",1.11151655226547e-38,0.381643239926709,0.283,0.1,1.78209448824722e-34
"Rps15",1.88593367654886e-48,0.378792320986267,0.958,0.93,3.02371746361079e-44
"Agpat4",3.56165684427883e-27,0.378293663181788,0.642,0.47,5.71040441843224e-23
"Sh3bgrl",2.50642317815867e-34,0.37668105174188,0.772,0.597,4.01854828154179e-30
"mt-Nd5",2.23730464367852e-28,0.37644444369063,0.705,0.534,3.58707053520976e-24
"Rpl13",7.3559787570857e-41,0.375427287326458,0.975,0.964,1.17938407412355e-36
"Mtdh",6.22717390767216e-27,0.374761472354736,0.607,0.436,9.98402792617077e-23
"Clic4",2.56012193692898e-19,0.371933994712466,0.95,0.92,4.10464350147824e-15
"Tnfaip8",1.25574184044006e-24,0.37085149482148,0.819,0.68,2.01333089277754e-20
"Hnrnpa1",7.64043433260271e-32,0.37068421097156,0.822,0.703,1.22499083654619e-27
"Polb",7.72938133206155e-25,0.370159023485571,0.593,0.44,1.23925170896943e-20
"Osgin2",5.18721333684816e-22,0.369771091366224,0.611,0.46,8.31665914296865e-18
"Plscr1",7.58855496148001e-23,0.369616827424327,0.492,0.335,1.21667301697409e-18
"Rpl22",8.28397820418212e-42,0.36937773313852,0.926,0.874,1.32817022547652e-37
"Zeb1",2.21402295282759e-09,0.36831363219411,0.18,0.106,3.54974300026848e-05
"Anp32b",2.634236524522e-31,0.367267251053102,0.706,0.535,4.22347141976612e-27
"Rps16",9.8646163161607e-55,0.367041889307491,0.962,0.949,1.58159393397005e-50
"Tes",4.90310234027099e-25,0.366277946510665,0.64,0.453,7.86114398215648e-21
"Ahr",3.11792168811975e-16,0.365971224233301,0.761,0.652,4.9989638425624e-12
"Ccdc50",1.03504858832675e-32,0.365121677445338,0.59,0.391,1.65949340166428e-28
"Eif3i",1.93786604901407e-32,0.364357299004184,0.685,0.516,3.10698063638426e-28
"Unc119",7.03564035992385e-35,0.36398483906002,0.376,0.187,1.12802421890659e-30
"Ero1l",1.37270464372254e-14,0.363953699381721,0.513,0.382,2.20085735528034e-10
"Smpdl3a",2.84245935785656e-38,0.363762489501138,0.487,0.271,4.55731508845141e-34
"Csde1",3.55060721466478e-33,0.362254082160294,0.861,0.77,5.69268854727204e-29
"Il23a",8.00728175566064e-09,0.360377060804884,0.141,0.077,0.000128380748388507
"Basp1",3.9559764331899e-16,0.359730729566543,0.888,0.823,6.34261701533337e-12
"Tbl1x",2.75276161513345e-18,0.359222242202941,0.4,0.259,4.41350269754346e-14
"Set",6.44331905174236e-29,0.355585244494849,0.651,0.467,1.03305734356585e-24
"Gm826",2.33899331863372e-70,0.355248475794908,0.23,0.014,3.75010798776545e-66
"Tiparp",2.59110680234777e-21,0.354130553656975,0.897,0.837,4.15432153620418e-17
"Xylt1",8.50358414349397e-08,0.354013025114897,0.588,0.5,0.00136337964572639
"Clec4n",1.38817605551882e-21,0.353036315587469,0.715,0.566,2.22566266981332e-17
"Rps19",1.74583532295562e-41,0.351741549203466,0.955,0.948,2.79909777329474e-37
"Asap1",8.18182653552809e-17,0.351465381107973,0.509,0.372,1.31179224844122e-12
"Itgax",2.35220831138193e-29,0.350119070149267,0.585,0.398,3.77129558563864e-25
"St3gal3",7.08070542549792e-20,0.349385889998246,0.227,0.106,1.13524950087008e-15
"Ahnak",1.37036427054674e-14,0.347040988590179,0.459,0.327,2.1971050349676e-10
"Vav3",9.42272593776193e-15,0.346483083950667,0.805,0.702,1.51074564960137e-10
"Hilpda",6.38112888177088e-18,0.345680404384124,0.87,0.802,1.02308639361433e-13
"Bnip3l",1.88312612986083e-27,0.344915814328511,0.548,0.384,3.01921612400587e-23
"Rps12",6.46794437139292e-46,0.343691020889528,0.972,0.958,1.03700552106543e-41
"Pcbp2",9.60527320120675e-28,0.343195866735865,0.847,0.736,1.54001345234948e-23
"Ncoa2",3.01419622828056e-14,0.342799929090045,0.575,0.448,4.83266081280222e-10
"Atp2b1",1.78623067925024e-16,0.341797214262056,0.904,0.821,2.86386364804191e-12
"Ocstamp",5.37827684151272e-21,0.341704083015284,0.464,0.306,8.62299125999734e-17
"Cd9",2.04758533050687e-22,0.341587199770222,0.559,0.387,3.28289356040167e-18
"Phlpp1",3.96751148129037e-13,0.336849217814774,0.779,0.677,6.36111115795286e-09
"Cytip",5.28804532876816e-29,0.336730307775639,0.956,0.921,8.47832307561399e-25
"Arl15",6.3362878550941e-09,0.336189842414162,0.459,0.361,0.000101589703180724
"P4ha1",4.03308776255111e-14,0.335285447483436,0.483,0.356,6.46624960969819e-10
"Eif3h",8.71606648292026e-29,0.334154723625899,0.827,0.711,1.39744693920661e-24
"Ankrd44",6.5641708406649e-17,0.33097651911154,0.624,0.475,1.0524335108838e-12
"Rassf3",7.78810938573713e-16,0.330513508687281,0.763,0.637,1.24866757781523e-11
"Aph1c",1.85173916859276e-21,0.329407984756054,0.606,0.448,2.96889340900477e-17
"Rpl23a",5.63514964430152e-32,0.327979796171141,0.927,0.908,9.03483542470862e-28
"Tnfsf9",1.13372535792743e-16,0.326785786947344,0.398,0.257,1.81770186636504e-12
"Plk2",1.44020097954154e-16,0.325969475538344,0.459,0.33,2.30907423049895e-12
"Map3k1",2.18018031430234e-21,0.325947652463205,0.787,0.659,3.49548309792094e-17
"Lin54",2.79387348509228e-14,0.324850391888411,0.667,0.561,4.47941735864845e-10
"Tpt1",3.15165697842249e-51,0.324193581679112,0.982,0.971,5.05305163350478e-47
"Rpl26",2.0476711518566e-42,0.322086139804259,0.958,0.949,3.28303115777169e-38
"Cybb",2.69255860463968e-17,0.321794733563574,0.866,0.748,4.3169792108188e-13
"Mrtfa",2.35230906213044e-20,0.321039114709966,0.821,0.672,3.77145711931374e-16
"Tm6sf1",3.68168887651355e-25,0.32100584474762,0.598,0.431,5.90285177571418e-21
"Cystm1",1.29012093727043e-23,0.319274959431335,0.282,0.138,2.06845089872567e-19
"Dnajc9",4.52499784174165e-11,0.319137435106789,0.216,0.129,7.25492903966439e-07
"Bach2",1.07243208011016e-09,0.318769075158585,0.518,0.414,1.71943035404062e-05
"Samsn1",1.80118506568758e-20,0.318357549599701,0.896,0.809,2.8878400158169e-16
"Rps20",4.46715825116599e-36,0.317717167341494,0.956,0.942,7.16219482409443e-32
"Ncf1",2.18787402176022e-16,0.316838991658799,0.71,0.609,3.50781841908816e-12
"Cd80",5.86710134232687e-16,0.316215488779326,0.73,0.612,9.40672358215267e-12
"Eif3f",3.01477302856461e-27,0.316110613214265,0.85,0.745,4.83358559669764e-23
"Mtpn",3.50341996325089e-21,0.31485244412944,0.715,0.585,5.61703322708015e-17
"Pkm",4.31054674466313e-24,0.314504317483457,0.902,0.827,6.91109959571839e-20
"Ramp3",3.69354329295296e-11,0.310649771198546,0.41,0.297,5.92185796159148e-07
"P4hb",3.95220582357862e-18,0.308000019510229,0.635,0.498,6.33657159694361e-14
"Rps11",1.3630423427712e-29,0.307816271837683,0.957,0.935,2.18536578816506e-25
"Pde4d",7.57035318810218e-11,0.307206188136663,0.445,0.33,1.21375472664842e-06
"Ckb",8.76509858646445e-24,0.306805624084542,0.479,0.305,1.40530825636785e-19
"Tmem39a",3.66377674490698e-16,0.306124803081327,0.414,0.285,5.87413325510935e-12
"Purb",4.97450450477784e-24,0.305708343602586,0.698,0.543,7.9756230725103e-20
"Smchd1",2.99777018503519e-13,0.304601858740164,0.844,0.763,4.80632493766692e-09
"Pfdn5",1.12948210244923e-27,0.302366452639094,0.885,0.831,1.81089865485685e-23
"Adam8",2.5243695249057e-18,0.301874161326506,0.473,0.327,4.04732165928131e-14
"Zdhhc14",9.87951162100754e-10,0.300640821306648,0.199,0.119,1.58398209819614e-05
"Apbb1ip",1.89357769962623e-19,0.299855556466436,0.598,0.446,3.03597312581074e-15
"Rps6ka5",1.17773945276537e-15,0.299855243254085,0.274,0.157,1.88826966461872e-11
"Tmsb4x",5.9572815358548e-26,0.299520037588874,0.997,0.991,9.551309486436e-22
"Il21r",1.47946434727548e-12,0.299224726274058,0.71,0.627,2.37202518798677e-08
"Fam107b",2.58348718292768e-12,0.298379402121869,0.472,0.358,4.14210500038794e-08
"Creg1",2.24471062299292e-21,0.298035902638557,0.591,0.436,3.59894454184455e-17
"Rpl35a",4.06527795037203e-41,0.296478962948124,0.97,0.956,6.51786013783148e-37
"Lrch1",6.92558432385597e-13,0.29618156865645,0.741,0.632,1.11037893464383e-08
"Pcgf5",9.68101052725682e-12,0.296053532801979,0.763,0.692,1.55215641783509e-07
"Klra17",1.50163663475515e-19,0.294981207667713,0.242,0.119,2.40757401650293e-15
"Klf7",6.45209698426647e-13,0.294843173700206,0.549,0.43,1.03446470948744e-08
"Bcl2a1b",1.30786077751473e-10,0.294704115149745,0.85,0.765,2.09689318458937e-06
"Treml4",4.68800542499989e-30,0.293599200662484,0.308,0.141,7.51627909790232e-26
"Erp29",2.21164065362771e-22,0.293165386229876,0.819,0.719,3.54592345996131e-18
"Rpl11",1.79935700748239e-26,0.292519956756282,0.952,0.923,2.88490909009651e-22
"Procr",5.29849462264834e-14,0.292178279186715,0.281,0.168,8.49507642849208e-10
"mt-Cytb",4.14940892213063e-33,0.291406930771291,0.977,0.944,6.65274732485205e-29
"Crtc3",9.62900323832623e-13,0.290792486909935,0.77,0.674,1.54381808920085e-08
"Lcp1",1.2347088457369e-16,0.290698718444189,0.936,0.883,1.97960869236997e-12
"Rplp2",9.53464621541381e-38,0.290101385987171,0.971,0.949,1.5286898277173e-33
"Tln1",1.95436904358576e-22,0.289464048245655,0.706,0.564,3.13343988758105e-18
"Rpl10",3.11093554060227e-32,0.288897428434597,0.944,0.928,4.98776295224762e-28
"Hivep3",4.0698638816511e-08,0.286664081355894,0.491,0.409,0.000652521276145121
"Cct2",1.22675935752088e-20,0.285221824207596,0.635,0.491,1.96686327791323e-16
"Ncoa7",8.14519394376517e-15,0.284806510039269,0.456,0.325,1.30591894500387e-10
"Rpl6",7.01560176275387e-27,0.283994884737722,0.958,0.937,1.12481143062233e-22
"Zfhx3",8.44534651567083e-17,0.280931995748776,0.299,0.176,1.3540424068575e-12
"Rps24",2.38978891343013e-32,0.280705151782653,0.964,0.958,3.83154856490253e-28
"Gm45716",2.25301866726434e-15,0.280539987389619,0.349,0.223,3.61226482922492e-11
"Eif4g2",3.74124755276535e-19,0.279590759071583,0.845,0.744,5.99834220134869e-15
"Cfp",1.89043855555371e-20,0.278621641257417,0.636,0.479,3.03094013611927e-16
"Foxp1",1.7457600167177e-14,0.278328642336625,0.805,0.705,2.79897703480349e-10
"Arih2",8.25876101729112e-17,0.277686249802792,0.885,0.836,1.32412715390228e-12
"Tnip3",2.82703577308787e-16,0.27735723458083,0.491,0.337,4.53258645499179e-12
"Sod1",7.02674891312685e-22,0.277250021503368,0.643,0.501,1.12659865324163e-17
"Avpi1",3.71650405772527e-25,0.277128500750751,0.42,0.246,5.95867095575093e-21
"Cdh23",1.8138161182472e-12,0.275659112661761,0.221,0.128,2.90809138238574e-08
"Chp1",1.18335663015476e-16,0.27544269979,0.83,0.739,1.89727568512712e-12
"Ripk2",4.95329449883781e-09,0.274281250110874,0.458,0.366,7.94161706998666e-05
"Iqgap1",3.09711675161772e-16,0.27235396982132,0.95,0.905,4.9656072878687e-12
"Rpl30",9.14251692932437e-27,0.271413528154645,0.947,0.928,1.46581973927858e-22
"Arpc2",5.04169353464601e-26,0.271333885940941,0.937,0.908,8.08334724409794e-22
"Ppig",3.3264538049211e-18,0.270769274378572,0.841,0.752,5.33330338543e-14
"Trem1",1.7443893499515e-18,0.268294812646935,0.563,0.401,2.79677944477725e-14
"Ktn1",2.47716327521945e-14,0.268142350638273,0.403,0.278,3.97163587915934e-10
"Samd11",1.49999606286741e-20,0.266732896773257,0.272,0.136,2.40494368759532e-16
"Mbp",4.42187901220964e-23,0.263373314264122,0.282,0.14,7.08959862027571e-19
"Asah1",4.99301360486843e-18,0.262975869886813,0.602,0.462,8.00529871268555e-14
"Rpl32",7.28242746695344e-19,0.262266381216232,0.947,0.94,1.16759159577664e-14
"Cst3",6.96516398878338e-08,0.26202824292919,0.972,0.966,0.00111672474232164
"Rapgef2",4.39692162668801e-09,0.261288477610017,0.833,0.767,7.04958444406888e-05
"Rps23",1.64608343621544e-32,0.261059682712937,0.963,0.949,2.63916557328421e-28
"Sgms2",2.48546635706265e-11,0.260867342374818,0.49,0.372,3.98494821027854e-07
"Zfp36l1",4.19011959591245e-10,0.260686869956227,0.558,0.45,6.71801874812644e-06
"Itprid2",6.88689592087797e-15,0.257606498870337,0.816,0.72,1.10417602299437e-10
"Rnf217",2.81973019515535e-08,0.256367568369984,0.352,0.264,0.000452087342189258
"Olr1",9.75216387747318e-09,0.256188799050133,0.35,0.254,0.000156356443447527
"Map3k14",1.47525039389748e-14,0.255664950782808,0.702,0.573,2.36526895653583e-10
"Csf2rb",3.73159111032901e-12,0.255117325953597,0.91,0.875,5.98286002719051e-08
"Rps26",7.23611344304253e-24,0.255081565751722,0.952,0.949,1.16016606832301e-19
"Ccni",6.11951073152123e-19,0.255042691154671,0.496,0.356,9.81141155584799e-15
"Rpl18",1.73279802832691e-25,0.25492982227319,0.947,0.936,2.77819507881653e-21
"Atp2b4",3.84763142675029e-13,0.253535245397299,0.514,0.394,6.16890746650874e-09
"Slc25a4",2.76429127431475e-19,0.2530947987278,0.309,0.176,4.43198820010883e-15
"Txnrd1",8.66136167302674e-14,0.253086106648448,0.891,0.845,1.38867611703638e-09
"Kpna1",1.5831389473153e-14,0.252672406940143,0.564,0.434,2.53824667423061e-10
"Sh3bgrl3",1.13124262038056e-15,0.252630223901513,0.91,0.878,1.81372129325616e-11
"Nectin1",4.68798887963822e-23,0.252403200169663,0.212,0.084,7.51625257072395e-19
"Sh3kbp1",3.71935308098525e-07,0.25183498325331,0.562,0.47,0.00596323879474365
"Rpl29",1.13359284129478e-18,0.251666502199955,0.925,0.898,1.81748940244793e-14
"Pold4",1.51306910510155e-13,0.25093424121577,0.679,0.578,2.42590369620931e-09
"Ldlrad4",1.25363256383717e-08,0.250897621536114,0.22,0.143,0.000200994908960013
