NAME	TITLE	SCORE	
Smad9	na	-0.060195778	
Ppp1r10	na	-0.060220525	
Tm2d3	na	-0.060408924	
Mrpl57	na	-0.06041851	
Espn	na	-0.06048885	
X1810037I17Rik	na	-0.06060041	
Derl1	na	-0.060641214	
Efcab5	na	-0.060896248	
Rpl7l1	na	-0.06097242	
Vkorc1	na	-0.06105006	
Tm9sf2	na	-0.061054446	
A3galt2	na	-0.061173562	
Zfp526	na	-0.06122449	
Gid4	na	-0.06129272	
H2.Q10	na	-0.061457295	
Gpatch2	na	-0.06152584	
Ccl27a	na	-0.06154417	
Tubgcp4	na	-0.061757907	
Fbxo46	na	-0.061784897	
Nsmf	na	-0.062015504	
Thtpa	na	-0.06204757	
Ccdc51	na	-0.062111802	
Gng5	na	-0.06216216	
Pex10	na	-0.062200956	
Pttg1ip	na	-0.062237374	
Zswim4	na	-0.062240664	
Zbtb4	na	-0.062384475	
X1700020L24Rik	na	-0.06243697	
Tjp2	na	-0.06253257	
Zfp850	na	-0.06263817	
Strn3	na	-0.062660016	
Alg3	na	-0.06273526	
Alg11	na	-0.06277696	
Dnajc28	na	-0.062832564	
Cd300ld4	na	-0.06287083	
Msn	na	-0.06289519	
Hist1h4k	na	-0.06289885	
Sec16a	na	-0.06292095	
Gpbp1	na	-0.062960096	
Cox6c	na	-0.063074425	
Numbl	na	-0.0632643	
Nmt2	na	-0.063305706	
Cog1	na	-0.06330915	
Ube2q2	na	-0.06344613	
Ints10	na	-0.063541375	
Strip1	na	-0.063825294	
Masp2	na	-0.06386979	
Apold1	na	-0.06398652	
Mtch2	na	-0.06414993	
Tgif2	na	-0.064195044	
Hist4h4	na	-0.06421833	
Kdm5b	na	-0.064279765	
Ndst2	na	-0.06432017	
Ifih1	na	-0.06453579	
Mapk1ip1l	na	-0.064538635	
X1700003E16Rik	na	-0.064657934	
Klc3	na	-0.0646659	
Stk25	na	-0.064705886	
Nfe2l2	na	-0.0647076	
Zdhhc1	na	-0.0647556	
Rpl8	na	-0.0647853	
Mob3c	na	-0.06488374	
Ppp1cb	na	-0.06492994	
Crlf3	na	-0.06497047	
Sdhaf4	na	-0.065298505	
Ddx52	na	-0.065514356	
Itga2b	na	-0.0656543	
Ccdc47	na	-0.06572295	
Cep120	na	-0.06574297	
Pcbp1	na	-0.06584135	
Eps8l2	na	-0.06594576	
Zbtb40	na	-0.06601467	
Ostm1	na	-0.066143334	
Klhdc2	na	-0.06614552	
Prr12	na	-0.06631533	
Ccdc32	na	-0.06654429	
Ndufa13	na	-0.06672058	
Polr3f	na	-0.06680162	
Polr2m	na	-0.06686374	
Ap1ar	na	-0.066940054	
Stard7	na	-0.06695464	
Wdr33	na	-0.06702158	
Spc24	na	-0.06702236	
Ercc1	na	-0.06713213	
Ddx28	na	-0.06729081	
Stxbp3	na	-0.06745071	
Cep95	na	-0.06745362	
Suox	na	-0.06746627	
Tcp11l1	na	-0.06768559	
Ptk2b	na	-0.067694046	
Lias	na	-0.06777894	
Bank1	na	-0.06790714	
Ociad1	na	-0.06806402	
Brcc3	na	-0.0681587	
Lrrfip2	na	-0.06817763	
Rcor1	na	-0.06822037	
Sh3bgrl3	na	-0.068222724	
Tmem163	na	-0.06826509	
Atl2	na	-0.068268016	
Commd4	na	-0.06826982	
Fars2	na	-0.068277314	
Zfp28	na	-0.068359375	
X1110008L16Rik	na	-0.06840391	
Tecr	na	-0.068515494	
Ints13	na	-0.06875	
Zfp142	na	-0.06885379	
Ndufa7	na	-0.06888025	
Crat	na	-0.06897396	
Pold1	na	-0.06906825	
Rragb	na	-0.0692466	
Trim56	na	-0.06935001	
Dcun1d1	na	-0.069398545	
Dpm2	na	-0.06947772	
Specc1l	na	-0.06953001	
Pin4	na	-0.06979912	
Rbmxl1	na	-0.06996002	
Taf12	na	-0.070235886	
mt.Nd2	na	-0.07026591	
Phf13	na	-0.070301294	
Smndc1	na	-0.07037418	
Bcl9l	na	-0.070501976	
Cdpf1	na	-0.07053292	
Teddm2	na	-0.070750035	
Arl4c	na	-0.07076678	
Erap1	na	-0.070827246	
Rnf114	na	-0.070848115	
Ccna2	na	-0.070890516	
Mettl2	na	-0.07095554	
Wnt6	na	-0.07097006	
Otud1	na	-0.07120486	
Adar	na	-0.07127683	
Tsnax	na	-0.0713073	
Dnajc30	na	-0.0713686	
Ano7	na	-0.071428575	
Pcdhb5	na	-0.071428575	
A830005F24Rik	na	-0.071552865	
Serf2	na	-0.07172595	
Lipa	na	-0.071964055	
Mus81	na	-0.072142065	
Stx2	na	-0.07225769	
Erp44	na	-0.07228574	
Olfr920	na	-0.07231606	
Nt5dc3	na	-0.072317526	
Atad1	na	-0.07249003	
Agps	na	-0.07257638	
Lhfpl4	na	-0.07291755	
Rpl14	na	-0.07300315	
Hexb	na	-0.07302162	
Bag3	na	-0.07309645	
Rbm11	na	-0.07313036	
Rbp1	na	-0.07320957	
Zfp397	na	-0.07326323	
Pde8a	na	-0.07329037	
Rpn2	na	-0.073385775	
Oaz2	na	-0.073529415	
Rnft1	na	-0.07360493	
St6galnac6	na	-0.073630475	
Srsf3	na	-0.07369143	
Usp28	na	-0.07373475	
Rnf213	na	-0.07394399	
M6pr	na	-0.07403284	
Wdr38	na	-0.0741516	
Tnip2	na	-0.07419184	
Rpl10a	na	-0.074209504	
Meis1	na	-0.07468131	
Acbd5	na	-0.075143255	
Atp5l	na	-0.07514508	
Ppid	na	-0.07516106	
BC052040	na	-0.07517271	
Rnf157	na	-0.07517285	
Rtl10	na	-0.075209334	
Ppip5k1	na	-0.07522987	
Prpf8	na	-0.07526431	
Mrps30	na	-0.07534396	
Gatad2a	na	-0.075613044	
Adat2	na	-0.075621404	
Bckdk	na	-0.075751506	
Cd59b	na	-0.07578078	
Med18	na	-0.07587253	
Ptpn11	na	-0.07592099	
C330007P06Rik	na	-0.07595949	
Ktn1	na	-0.07602339	
Pknox1	na	-0.07606393	
Zfp292	na	-0.07611854	
Rbm15b	na	-0.07634123	
Pex11g	na	-0.0764451	
Mdh1	na	-0.07647156	
Sarnp	na	-0.07654624	
X2310039H08Rik	na	-0.076719925	
Psmf1	na	-0.07678996	
Agpat1	na	-0.07686213	
Wrap53	na	-0.07692308	
Isyna1	na	-0.07698642	
Lcmt2	na	-0.07701084	
Bace1	na	-0.077015884	
Slc39a1	na	-0.077027254	
Psmg4	na	-0.077120826	
Qtrt2	na	-0.07717751	
Tdrd7	na	-0.077233665	
Gm45234	na	-0.07724495	
Gm38303	na	-0.07735027	
Prpf6	na	-0.077412516	
Bub3	na	-0.07747987	
Vars	na	-0.07755982	
Oas3	na	-0.07801713	
Gstk1	na	-0.07804371	
B230307C23Rik	na	-0.07806135	
Stmn1	na	-0.0782264	
Map3k20	na	-0.07834291	
Pcnp	na	-0.07844997	
Pofut1	na	-0.07849134	
Tmem168	na	-0.0784961	
Clspn	na	-0.07866216	
Otulin	na	-0.07881417	
Armc10	na	-0.078830294	
Gemin7	na	-0.07891276	
Ogfod2	na	-0.07902299	
Ints4	na	-0.07908831	
Alkbh1	na	-0.07918552	
Rtf2	na	-0.07921175	
Ndufv1	na	-0.07922726	
Cdc123	na	-0.07928938	
Sumo1	na	-0.07938144	
Gins4	na	-0.07948109	
Ier5	na	-0.07972616	
Scaf1	na	-0.079827525	
Atpif1	na	-0.08004168	
Rab18	na	-0.08004926	
X2310034G01Rik	na	-0.08007588	
S100pbp	na	-0.08008737	
Vps37d	na	-0.080187984	
Trp53rka	na	-0.080190726	
Gm42742	na	-0.080286324	
Rrm2	na	-0.08031308	
Irgm1	na	-0.08036961	
Zfp777	na	-0.08084091	
X1600002K03Rik	na	-0.08094645	
X2700097O09Rik	na	-0.080949835	
Anks1	na	-0.0811138	
Qpctl	na	-0.08114488	
Nudt5	na	-0.08122838	
Lmbr1	na	-0.08131732	
Smim20	na	-0.08133562	
Ccdc174	na	-0.081566066	
Haus2	na	-0.0816298	
Fsd2	na	-0.08164384	
Map2k1	na	-0.08167039	
Ubxn1	na	-0.081768624	
Rpa2	na	-0.0818522	
Pde4b	na	-0.08194951	
Zfp106	na	-0.08195648	
Npm3	na	-0.08212797	
Glod4	na	-0.08219462	
Wdr6	na	-0.08236047	
X4932438A13Rik	na	-0.082383916	
Csnk2a2	na	-0.08243052	
Rnaseh2b	na	-0.08260627	
Arntl	na	-0.08264463	
Smdt1	na	-0.08267058	
Tpd52l2	na	-0.08275149	
Mad2l1bp	na	-0.08280757	
Pptc7	na	-0.08283225	
Fkbpl	na	-0.08305648	
Lin37	na	-0.083240844	
Pggt1b	na	-0.08325919	
Gm17349	na	-0.08336613	
Ttll5	na	-0.08350033	
Cep152	na	-0.08358997	
Rela	na	-0.08359788	
Syt7	na	-0.08360207	
Cacnb1	na	-0.08360257	
Otud4	na	-0.0836308	
Plscr4	na	-0.08365452	
Cep19	na	-0.08375819	
Tox4	na	-0.08384615	
Mms22l	na	-0.083850935	
Wbp11	na	-0.08391852	
Rps3	na	-0.084066	
Gm5148	na	-0.08408752	
Atp6v1b2	na	-0.08411121	
Ddx3x	na	-0.084137686	
Cul3	na	-0.08417672	
Rtp4	na	-0.0842101	
Polr1a	na	-0.08421383	
Shld1	na	-0.08440211	
Alg13	na	-0.084452145	
Zfp958	na	-0.08448779	
Hormad2	na	-0.08453294	
Ajm1	na	-0.08453294	
Shd	na	-0.08453294	
Klf1	na	-0.08453294	
Hist1h2ad	na	-0.08453294	
Taf11	na	-0.08460919	
Efl1	na	-0.084745765	
Sec61g	na	-0.08477119	
Reep3	na	-0.08478568	
Fus	na	-0.08485158	
Plp2	na	-0.08494939	
Ube2q1	na	-0.08507918	
X2210016L21Rik	na	-0.085324235	
Ndufb9	na	-0.08540686	
Wdcp	na	-0.085574575	
Ilrun	na	-0.085688174	
Diras1	na	-0.08578644	
Vpreb1	na	-0.08578644	
Tmigd3	na	-0.08578644	
Ifit1bl2	na	-0.08599142	
sep-11	na	-0.08638647	
Flcn	na	-0.086459555	
D6Wsu163e	na	-0.08651859	
Mga	na	-0.08652206	
Skap2	na	-0.086539134	
Slc39a3	na	-0.08654383	
Strn4	na	-0.08659533	
Hhat	na	-0.08662467	
Zfc3h1	na	-0.086652756	
Sgo1	na	-0.08666018	
Tmem185b	na	-0.086665526	
BC017158	na	-0.08671741	
Lmnb2	na	-0.08672164	
Eif3l	na	-0.08677419	
Kbtbd2	na	-0.08684864	
Taf9b	na	-0.08686735	
Atp6v0d1	na	-0.086984955	
Smtnl2	na	-0.08703883	
Rps8	na	-0.087114416	
Aldh5a1	na	-0.08714329	
Tcf24	na	-0.08733546	
Ckap4	na	-0.087480284	
Sh3glb1	na	-0.08758284	
Gm9774	na	-0.087624505	
X1600012H06Rik	na	-0.0876486	
Pgghg	na	-0.0877193	
Parp12	na	-0.08793009	
Ankrd23	na	-0.08796811	
Kif24	na	-0.08798017	
Ssrp1	na	-0.08820447	
Exosc3	na	-0.08826002	
Gm20431	na	-0.08839109	
Zfp189	na	-0.088495575	
Iqgap3	na	-0.08856089	
Gm48551	na	-0.08857649	
X9430015G10Rik	na	-0.08857989	
Amer1	na	-0.088607594	
Tm9sf1	na	-0.08891631	
Cyhr1	na	-0.089004055	
Zfp110	na	-0.089058526	
Ezr	na	-0.089107975	
Pafah1b1	na	-0.089250535	
Epg5	na	-0.08938394	
Pkp3	na	-0.08948134	
Tsn	na	-0.08948607	
Fam209	na	-0.08957381	
Hpx	na	-0.08957381	
Carmil2	na	-0.08957381	
Snrnp70	na	-0.08979068	
Trip4	na	-0.08980828	
Cfap126	na	-0.08995045	
Kif2a	na	-0.09020618	
Sgsm3	na	-0.09028375	
Exosc4	na	-0.09032517	
Sumo2	na	-0.090653054	
Caskin2	na	-0.09067688	
Pfkfb3	na	-0.090692125	
Tomm22	na	-0.09072502	
Kif18b	na	-0.090852775	
Tmem8	na	-0.09090909	
Fcf1	na	-0.09099852	
Ugt1a10	na	-0.09101114	
Dnajb4	na	-0.091019414	
Rbm41	na	-0.09113083	
Tmem185a	na	-0.091248445	
Kat2b	na	-0.091303006	
Fastkd5	na	-0.091404125	
Gtf2h4	na	-0.09145203	
Lsm1	na	-0.09145203	
Kif21a	na	-0.0914916	
Nrbf2	na	-0.09166667	
Ppp3cb	na	-0.09178155	
Glyctk	na	-0.09196384	
Eef1b2	na	-0.09202147	
Nos2	na	-0.09213717	
Spic	na	-0.0922691	
Khdrbs3	na	-0.09232502	
Ddx6	na	-0.092461504	
Adck5	na	-0.092478424	
Usb1	na	-0.09257289	
Mitd1	na	-0.09259259	
Clptm1l	na	-0.092645496	
Cox5a	na	-0.09267199	
Sptbn4	na	-0.092872225	
Zfp64	na	-0.09292696	
Dnah12	na	-0.092954844	
Mospd2	na	-0.093089305	
Plk1	na	-0.09315098	
Itprid2	na	-0.09328717	
Desi2	na	-0.09330651	
Puf60	na	-0.09337068	
Ccdc93	na	-0.09354005	
Fstl1	na	-0.09354469	
Eqtn	na	-0.09354469	
Lca5l	na	-0.09354469	
Phospho2	na	-0.09372747	
Herpud2	na	-0.09390747	
Rab26	na	-0.09393013	
Zfp709	na	-0.09405185	
Trmt5	na	-0.09405941	
Gm20441	na	-0.09417258	
Zfp825	na	-0.09418509	
Fip1l1	na	-0.094256125	
Plekhh1	na	-0.09435627	
Ccdc134	na	-0.0944	
Zfp322a	na	-0.09444763	
Smim10l1	na	-0.09444873	
Vdac3	na	-0.09451685	
Smim7	na	-0.09456838	
Ccdc82	na	-0.094623856	
Plpbp	na	-0.094656125	
Cdca2	na	-0.09465839	
Fbxl15	na	-0.09478673	
Nup153	na	-0.09499381	
Cep55	na	-0.09502544	
Mpi	na	-0.09514563	
Zw10	na	-0.09533469	
Styx	na	-0.09546539	
Faap100	na	-0.09555931	
Mapkap1	na	-0.095666856	
Nsun6	na	-0.09568194	
Senp6	na	-0.09583969	
Tbc1d8b	na	-0.095846646	
Fdps	na	-0.09586348	
Maea	na	-0.09599078	
Ubl4a	na	-0.096038416	
Bzw2	na	-0.09604873	
Commd2	na	-0.0961292	
Prkar1a	na	-0.09617032	
Cdc20	na	-0.09624982	
Zbed4	na	-0.096396394	
Cdc73	na	-0.09639676	
Susd2	na	-0.096509434	
Hdac3	na	-0.09657393	
Usp36	na	-0.09687034	
Pcdhga5	na	-0.09691006	
H2.Q1	na	-0.09698207	
Dlgap4	na	-0.0970419	
Rmnd1	na	-0.09724473	
Ppa2	na	-0.097323604	
Gm3604	na	-0.09734272	
Smyd4	na	-0.097364925	
Nphp3	na	-0.09736868	
Zfyve16	na	-0.09745426	
Fzr1	na	-0.097506024	
Gcn1l1	na	-0.09769642	
Chpf2	na	-0.09769898	
Hirip3	na	-0.09779951	
Zfp599	na	-0.09787442	
Cnot1	na	-0.09801986	
Hsd17b10	na	-0.09803922	
Map2k4	na	-0.09805874	
Tmem72	na	-0.09806613	
AC131692.1	na	-0.09806613	
Slc35a2	na	-0.09838998	
Ncoa3	na	-0.09851667	
Gcat.1	na	-0.09858485	
Tomm34	na	-0.09859921	
Tfcp2	na	-0.098712444	
Lpin2	na	-0.098841175	
St3gal6	na	-0.09892618	
Itpr3	na	-0.0989364	
Commd8	na	-0.0991453	
X2010300C02Rik	na	-0.09951384	
Tank	na	-0.09964064	
Rabac1	na	-0.09985257	
Irf6	na	-0.1	
Gss	na	-0.1	
Col25a1	na	-0.1	
Cd300ld2	na	-0.1	
Hist1h3h	na	-0.1	
Tmem267	na	-0.10001633	
Ankrd54	na	-0.100092396	
Kdm1b	na	-0.100137174	
Gemin2	na	-0.10028169	
Fbrs	na	-0.100298114	
Tipin	na	-0.100366116	
Nup98	na	-0.10052225	
Plrg1	na	-0.10053295	
Dctn5	na	-0.10059287	
Dpm3	na	-0.1006192	
Rcc1	na	-0.10064764	
Stub1	na	-0.10066458	
Fosl1	na	-0.10067855	
Smg5	na	-0.10071986	
Nosip	na	-0.10073403	
Pcdhb22	na	-0.10075638	
Sirt5	na	-0.10124895	
Hist1h3f	na	-0.10134106	
Rspry1	na	-0.10140691	
Nabp2	na	-0.10157274	
Uevld	na	-0.10168303	
Iws1	na	-0.10187449	
Tarsl2	na	-0.1023582	
Ccz1	na	-0.10246305	
Mrpl14	na	-0.10260337	
Acot7	na	-0.1028026	
Krr1	na	-0.10298579	
Ambp	na	-0.10305252	
Casp1	na	-0.103130564	
Dmap1	na	-0.10315789	
Cops3	na	-0.10322768	
Emc8	na	-0.1032528	
Wdr53	na	-0.10326449	
Cenpb	na	-0.10331084	
Prpf4	na	-0.103365794	
Slc4a2	na	-0.10344828	
Arfgap1	na	-0.1034793	
X2610021A01Rik	na	-0.103514686	
Hist1h4b	na	-0.1035204	
Atp5j	na	-0.10363346	
Dnajc16	na	-0.103648424	
Cul4a	na	-0.1036875	
Klhl26	na	-0.10375494	
Nsmce1	na	-0.103825524	
Ypel4	na	-0.10382814	
Ube2e1	na	-0.10389002	
Oasl2	na	-0.10415892	
Slc25a22	na	-0.104276665	
Acadm	na	-0.10447036	
Phtf1	na	-0.10451978	
Egln2	na	-0.10459727	
Cox7c	na	-0.104630455	
Twistnb	na	-0.10465774	
Khsrp	na	-0.10468048	
Zc3h11a.1	na	-0.104717344	
Clec10a	na	-0.10472772	
Cant1	na	-0.10474455	
Angptl3	na	-0.10482551	
Ell	na	-0.104924165	
Nudt9	na	-0.10502755	
Fcrl1	na	-0.10515535	
Jpt1	na	-0.10515676	
Manba	na	-0.105258815	
Rab9	na	-0.1052826	
Cwf19l1	na	-0.10533246	
Cep57l1	na	-0.10540696	
Syt5	na	-0.10541226	
Usp43	na	-0.10541226	
Maats1	na	-0.10541226	
Nrxn2	na	-0.10541226	
S100a14	na	-0.10541226	
Ifitm10	na	-0.10541226	
BC051142	na	-0.10541226	
Nipal1	na	-0.10541226	
Ahsa2	na	-0.10541447	
Camk2n2	na	-0.10542721	
Ube2o	na	-0.10542844	
Suv39h2	na	-0.10548523	
Gstz1	na	-0.10570737	
Wdr45b	na	-0.105726875	
Mrps18c	na	-0.1057983	
Slc25a51	na	-0.10589907	
Map4	na	-0.1059992	
Rtca	na	-0.10615251	
Rbm45	na	-0.10646611	
Ubap1	na	-0.10660756	
Hist2h3b	na	-0.1066126	
Pes1	na	-0.10667224	
Ccdc6	na	-0.10678196	
Gm14410	na	-0.106862724	
H2.T24	na	-0.1068636	
Chmp1a	na	-0.1068659	
Fancc	na	-0.10695187	
Hnrnph2	na	-0.107048355	
Eef2	na	-0.10705931	
Lst1	na	-0.10737575	
Slc25a13	na	-0.107400805	
Rpl24	na	-0.10755435	
Pak4	na	-0.107569724	
Dus4l	na	-0.10757947	
Capzb	na	-0.1076779	
Tstd2	na	-0.10771993	
Hoxa5	na	-0.10792159	
Gm43518	na	-0.10792159	
Zfp418	na	-0.10822511	
Capza1	na	-0.10829878	
Cltb	na	-0.10834891	
Rprd1a	na	-0.108440794	
Cc2d1a	na	-0.10852822	
Elmo1	na	-0.10855103	
Tmed3	na	-0.108554766	
Entpd6	na	-0.1086527	
Utrn	na	-0.108672716	
Kat7	na	-0.108847864	
Mrpl55	na	-0.10891977	
Mettl5	na	-0.10897995	
Srgap2	na	-0.10905311	
Abitram	na	-0.10905643	
Cds2	na	-0.10907215	
Cdyl2	na	-0.109135	
Srsf10	na	-0.109282725	
Rell2	na	-0.10942038	
Nmt1	na	-0.109533265	
Slc25a44	na	-0.10964912	
Fbxo45	na	-0.110194795	
Gfra1	na	-0.11026409	
Zdhhc21	na	-0.11031479	
Morc2a	na	-0.11038688	
Gnaq	na	-0.11039123	
Diablo	na	-0.110602595	
Cyp2d22	na	-0.11070246	
Cpsf6	na	-0.11093592	
Sec62	na	-0.11093931	
Snrpb	na	-0.11097334	
Nol3	na	-0.11118911	
Ccp110	na	-0.11129603	
Haspin	na	-0.11165644	
Dock9	na	-0.11167505	
Tfip11	na	-0.11173184	
Ubap2l	na	-0.112103514	
Hmgn3	na	-0.112117305	
Polr2a	na	-0.112162285	
Kif9	na	-0.112362035	
Nop9	na	-0.112424664	
Klhdc4	na	-0.11257764	
Flot1	na	-0.11276794	
Nfic	na	-0.112811714	
Rnaseh2c	na	-0.11288805	
Pmf1	na	-0.112978525	
Grtp1	na	-0.11300813	
Dnph1	na	-0.11313394	
Ticrr	na	-0.113157086	
Atp23	na	-0.113217935	
Ccdc191	na	-0.11325326	
Rbm25	na	-0.11334576	
Fancf	na	-0.11337868	
Camk2g	na	-0.11352734	
Rbm3	na	-0.11355089	
Ppp4r3a	na	-0.113687694	
Irgq	na	-0.11376187	
Gpd1l	na	-0.113840856	
Fbxo5	na	-0.113845706	
Bard1	na	-0.114027895	
Fchsd2	na	-0.11421904	
Pex13	na	-0.114247315	
Grik5	na	-0.11426583	
Rbm8a	na	-0.114386275	
U2surp	na	-0.11441585	
Sprtn	na	-0.11445389	
Bpgm	na	-0.11460674	
Nemf	na	-0.11480602	
Socs7	na	-0.11484402	
Iars2	na	-0.114922084	
Slc35g1	na	-0.114965715	
Dap3	na	-0.114968784	
Dgat1	na	-0.11500548	
Tatdn3	na	-0.11507474	
Thoc5	na	-0.11513396	
Pak1ip1	na	-0.11537096	
Zeb1	na	-0.11574694	
Tmem165	na	-0.115896136	
Micos10	na	-0.11593968	
Rbms2	na	-0.11602511	
Manea	na	-0.116050355	
Casz1	na	-0.11627907	
Nop10	na	-0.11636364	
Uqcrfs1	na	-0.11636693	
Txlna	na	-0.11657215	
Poll	na	-0.11659808	
Ccng1	na	-0.116734035	
Arhgef9	na	-0.116852224	
Smc5	na	-0.11735808	
Lin52	na	-0.11754069	
Dennd4c	na	-0.11757632	
Rsph3a	na	-0.11765029	
Uqcc2	na	-0.11765796	
Zfp420	na	-0.11777094	
Csnk2b	na	-0.117869094	
Scai	na	-0.11817676	
Sfn	na	-0.11821975	
Furin	na	-0.11825944	
Baiap2l2	na	-0.11836406	
Evpl	na	-0.11836406	
Inpp5b	na	-0.118498325	
Fhl3	na	-0.1187962	
Ddx23	na	-0.118837275	
Fxr1	na	-0.11885061	
Prkaa1	na	-0.11904762	
Ercc2	na	-0.11922786	
Hadhb	na	-0.119312145	
Cdk8	na	-0.1193634	
X2700062C07Rik	na	-0.11938873	
Egf	na	-0.11952309	
Rbm20	na	-0.11957315	
Pimreg	na	-0.1195769	
Ubr3	na	-0.11960444	
Psme4	na	-0.120057955	
Mrm1	na	-0.12006861	
Rab5c	na	-0.120079935	
Dars2	na	-0.12015292	
Trmt10b	na	-0.12017487	
Ganab	na	-0.1201809	
Mamdc4	na	-0.12033727	
Sap18	na	-0.1203395	
Mc5r	na	-0.120345615	
X4933405L10Rik	na	-0.120345615	
Celf3	na	-0.120345615	
Sugt1	na	-0.12047449	
Fam71f2	na	-0.120493405	
Nsun5	na	-0.12054002	
Cnep1r1	na	-0.12054329	
Itga3	na	-0.12054441	
Pole2	na	-0.120684385	
Fam221a	na	-0.12069189	
Cln5	na	-0.12073453	
Nupl2	na	-0.12077895	
Rad21	na	-0.120792426	
Babam1	na	-0.1208446	
Vamp3	na	-0.12107408	
Uba1	na	-0.12115029	
Cetn3	na	-0.12116543	
Pet117	na	-0.121212125	
Slc9a3r1	na	-0.1212463	
Ogdh	na	-0.12128985	
Qrich1	na	-0.12148377	
Hmces	na	-0.12177903	
Ankrd27	na	-0.12191209	
Ercc3	na	-0.12200436	
Polr1c	na	-0.12213548	
Pank4	na	-0.12223789	
Swt1	na	-0.12229539	
Rae1	na	-0.12295686	
Fam91a1	na	-0.12296404	
Uqcrc2	na	-0.12319978	
Dtymk	na	-0.12320159	
Card19	na	-0.12321719	
Zfp143	na	-0.123222746	
Zfp639	na	-0.123235226	
Pttg1	na	-0.12340947	
Ubox5	na	-0.12342044	
Gbf1	na	-0.12347733	
Ptges2	na	-0.123674914	
mt.Nd1	na	-0.12378395	
Zcchc8	na	-0.12389458	
Xlr4b	na	-0.12405746	
Saal1	na	-0.12410744	
Foxm1	na	-0.124228165	
Akap10	na	-0.1245977	
Awat2	na	-0.12462329	
Gzf1	na	-0.12467059	
Btrc	na	-0.12471187	
Dck	na	-0.12475529	
Nsa2	na	-0.124872215	
Ephx1	na	-0.12491907	
Atp5o.1	na	-0.125	
Ppdpf	na	-0.12546001	
Ppp3r1	na	-0.12546825	
Faf1	na	-0.12552767	
Rabl6	na	-0.1255814	
Vamp8	na	-0.12560663	
Ttbk2	na	-0.12564336	
Sestd1	na	-0.12564383	
Tedc1	na	-0.12590279	
Dctn4	na	-0.12592462	
Gm26965	na	-0.12600626	
Sf3a1	na	-0.12616923	
Peg12	na	-0.1263514	
Kcnab1	na	-0.12643753	
Apobr	na	-0.12647489	
Fbxo3	na	-0.12651646	
Agap3	na	-0.12657075	
Ric8b	na	-0.1267499	
Igbp1	na	-0.126862	
Ndufb7	na	-0.12687878	
Mta1	na	-0.12694132	
Bod1l	na	-0.12697323	
Zfp146	na	-0.12697567	
R3hdm2	na	-0.12713018	
Ogfod1	na	-0.127149	
Ift46	na	-0.1271548	
Abhd11	na	-0.12752189	
Chm	na	-0.1275917	
Gphn	na	-0.12766235	
Rex1bd	na	-0.12767164	
Sema4f	na	-0.12771867	
Pcbd1	na	-0.12771867	
Nrcam	na	-0.12771867	
Ngb	na	-0.12771867	
Sema4g	na	-0.12771867	
Mmp2	na	-0.12771867	
Kcnh4	na	-0.12771867	
Pdzk1	na	-0.12771867	
Sp6	na	-0.12771867	
C2cd4c	na	-0.12771867	
Serpinb7	na	-0.12771867	
Fyb2	na	-0.12771867	
Gm15294	na	-0.12771867	
Rab14	na	-0.12775932	
Bsdc1	na	-0.12790106	
Smarcd3	na	-0.12796207	
Srsf7	na	-0.12803304	
Trim41	na	-0.12816072	
Srd5a1	na	-0.12820514	
Tut1	na	-0.12820514	
Hnrnpc	na	-0.12821321	
Sephs2	na	-0.12832335	
Det1	na	-0.12859304	
Celf1	na	-0.12880144	
Cep97	na	-0.1288043	
Aven	na	-0.12880562	
Klf8	na	-0.12883939	
Pkn2	na	-0.12897949	
Cmtr1	na	-0.12898785	
Acot9	na	-0.12898995	
Erp27	na	-0.12909944	
Spef1	na	-0.12933631	
Slc25a11	na	-0.12940152	
Sar1a	na	-0.12945385	
Acsf2	na	-0.12946741	
Cwc22	na	-0.13014016	
Cdca5	na	-0.13028345	
Eva1b	na	-0.13031338	
X1810062G17Rik	na	-0.13060194	
Ednrb	na	-0.13068292	
Pcdh18	na	-0.13075005	
Slc25a5	na	-0.13077244	
Ick	na	-0.1308308	
Ccdc78	na	-0.1310102	
Zfp773	na	-0.13119534	
Cox11	na	-0.13122208	
Pdcd6	na	-0.13137273	
Nat10	na	-0.13137357	
Mpnd	na	-0.13141228	
Mcm2	na	-0.13152401	
Cmah	na	-0.13162038	
Acbd4	na	-0.1316498	
Anapc2	na	-0.13165984	
Hist1h4j	na	-0.13176309	
Zfp930	na	-0.13194445	
Surf4	na	-0.13200375	
Pdcd5	na	-0.13209182	
Xaf1	na	-0.13220862	
Mlkl	na	-0.13231961	
AI413582	na	-0.13231982	
Rab5if	na	-0.13255332	
Rpa3	na	-0.13272125	
Lacc1	na	-0.13274918	
Zfp689	na	-0.13297081	
AC168977.2	na	-0.133188	
St7l	na	-0.13336068	
Tm7sf3	na	-0.13345633	
Mnat1	na	-0.13351499	
Impdh2	na	-0.13362499	
Chst13	na	-0.13367254	
Lrp8	na	-0.13387956	
Ddx47	na	-0.133974	
Peg10	na	-0.1339746	
Cnot4	na	-0.134	
Klc1	na	-0.13403441	
Coasy	na	-0.1342812	
Ulk3	na	-0.13429633	
Icmt	na	-0.13434047	
Ric8a	na	-0.13457943	
Dchs1	na	-0.13461323	
Ndufs7	na	-0.13463481	
Mdn1	na	-0.13470064	
Pdxdc1	na	-0.13471575	
Zfp655	na	-0.13472293	
Slc25a31	na	-0.13484311	
Tfdp1	na	-0.13484478	
