NAME	TITLE	SCORE	
Wdr24	na	0.22170542	
Capn2	na	0.2216624	
Spsb3	na	0.22164948	
Gm27029	na	0.22159597	
Alg5	na	0.22153129	
Zbtb2	na	0.22147258	
Mfsd14b	na	0.22134878	
Ncapd3	na	0.22129449	
Gm49909	na	0.22117439	
D1Ertd622e	na	0.2209544	
Rnpc3	na	0.22084367	
Trub2	na	0.22079232	
Tmem39b	na	0.22070014	
Zhx1	na	0.22067145	
Hist2h3c2	na	0.22055967	
Agap1	na	0.22051246	
Rai14	na	0.22048667	
Pcbd2	na	0.22010045	
Mfap3	na	0.22001527	
Gfra2	na	0.21989347	
Gstm7	na	0.21983472	
Zfp40	na	0.21971332	
Tnc	na	0.2196287	
Hmcn1	na	0.2196287	
Ccdc85b	na	0.21949533	
Clec16a	na	0.21938393	
Galnt1	na	0.21926196	
Tpk1	na	0.21922764	
Spata1	na	0.21916537	
Morc3	na	0.21886645	
Gmcl1	na	0.21882464	
Rpl18a	na	0.2187421	
Kbtbd3	na	0.21860023	
Ifi44	na	0.21850337	
Cyp4v3	na	0.21827756	
Pmel	na	0.2182139	
Shkbp1	na	0.21819212	
Daxx	na	0.21813095	
Mettl14	na	0.21806854	
Exosc7	na	0.21768029	
Wdr3	na	0.21766762	
Mef2a	na	0.21764876	
Tbce	na	0.2173913	
Pigl	na	0.21693122	
Habp4	na	0.21686748	
Rps4x	na	0.21656594	
Zfp101	na	0.21648873	
Stimate	na	0.21626298	
Smc6	na	0.21620932	
Nap1l2	na	0.21617185	
H2.Q4	na	0.216	
Ihh	na	0.21599633	
Hes6	na	0.21575199	
Lman2	na	0.21564288	
Taf6	na	0.21555252	
Frs2	na	0.21550338	
Gatc	na	0.21538462	
Hist2h2be	na	0.21521634	
Fbxl14	na	0.21494412	
Sos2	na	0.21489313	
Picalm	na	0.2148283	
Vars2	na	0.21475054	
Bbs12	na	0.21472393	
Crlf2	na	0.21470569	
Cenpl	na	0.21469347	
Rprd1b	na	0.21467943	
Myh7b	na	0.21440898	
Zfp534	na	0.21428572	
Hist1h2ah	na	0.21428572	
Xiap	na	0.21427116	
Ss18l1	na	0.21418515	
Fem1c	na	0.21404204	
Adat3	na	0.21394739	
Nudt14	na	0.21361694	
Zfp623	na	0.2136076	
Peli1	na	0.2132366	
Rbm42	na	0.21305756	
Znrd1	na	0.21287128	
Trim26	na	0.21284162	
Prss27	na	0.21269527	
Ift80	na	0.2124743	
Morn1	na	0.21243332	
Pml	na	0.21240252	
Tnni3	na	0.21205987	
Arf3	na	0.21173328	
Ank1	na	0.21173206	
Mark2	na	0.21142413	
Plbd2	na	0.21137632	
Eif2b2	na	0.21108179	
Zkscan5	na	0.21096486	
Hmgcl	na	0.21072797	
Slfn5	na	0.21067522	
Zfp414	na	0.21005026	
Hdc	na	0.20996271	
Ift140	na	0.20983832	
A630001G21Rik	na	0.20968291	
Trmt112	na	0.20966119	
Lipc	na	0.20965855	
Zfp995	na	0.20962799	
Naif1	na	0.20951888	
Isg20l2	na	0.2094991	
Iigp1	na	0.20949799	
Dgkh	na	0.2093519	
Parp2	na	0.20926517	
Gm21970	na	0.20917372	
Ring1	na	0.2090909	
Cabin1	na	0.20894346	
Purg	na	0.20891365	
Angptl4	na	0.20888777	
Tmem250.ps	na	0.2086373	
Tcf20	na	0.2085657	
Txndc16	na	0.20825477	
Prorsd1	na	0.20794538	
Dennd5a	na	0.20775348	
Zfyve26	na	0.20774567	
Stag2	na	0.20766523	
Zfp341	na	0.20716685	
Lect2	na	0.20710678	
C2	na	0.20710678	
Nos1	na	0.20710678	
Wnt5b	na	0.20710678	
Mab21l3	na	0.20710678	
Lgals4	na	0.20710678	
Ksr1	na	0.20691934	
Olr1	na	0.20683816	
Nrn1	na	0.20678858	
Evi2	na	0.20661157	
Gm20458	na	0.20653386	
Gm6169	na	0.20618556	
Fbxo7	na	0.20616709	
Fdxacb1	na	0.2061439	
Ltbr	na	0.20606384	
Lrrc41	na	0.20604613	
Cnot8	na	0.20596355	
Thap3	na	0.20591341	
D3Ertd254e	na	0.20590869	
Cntrob	na	0.20563787	
Srcap	na	0.20558248	
Slc38a1	na	0.20549214	
Hscb	na	0.20544334	
Tmem106b	na	0.20541032	
Ugcg	na	0.20540954	
Depdc5	na	0.20537329	
X4933408B17Rik	na	0.20531137	
Fan1	na	0.20526724	
Tbc1d16	na	0.20519836	
Tmem220	na	0.20517717	
Esd	na	0.20495851	
Ppp2r5c	na	0.20492668	
Gmeb1	na	0.20488574	
Cox16	na	0.20467836	
Arih2	na	0.20446548	
Uxs1	na	0.20394382	
Bet1l	na	0.20390071	
Serhl	na	0.20387653	
Api5	na	0.20381774	
Clec9a	na	0.20381092	
Slc9a6	na	0.2037891	
X1110038F14Rik	na	0.20352036	
Lsm6	na	0.20348836	
Tbx2	na	0.20346484	
G0s2	na	0.20346484	
Enpp5	na	0.20346484	
Eno4	na	0.20346484	
Ambra1	na	0.20342612	
Slc27a3	na	0.20337248	
Snca	na	0.20331937	
Hist1h2be	na	0.20325203	
Zkscan1	na	0.20321245	
Tram2	na	0.20303194	
Pkd1l2	na	0.20294814	
Pxmp4	na	0.20292571	
Spata6	na	0.20285222	
Pcsk4	na	0.2028072	
Letm2	na	0.20263828	
Dexi	na	0.2022756	
Dhx16	na	0.20189306	
Brd3	na	0.20181976	
Mrpl33	na	0.20177244	
Zzz3	na	0.20162433	
Kantr	na	0.2016129	
Rpl23a	na	0.20156613	
Ankrd13a	na	0.20144525	
Me2	na	0.20130588	
Ppp1r15b	na	0.20127207	
Brf1	na	0.20118822	
Fgd4	na	0.2010929	
Ehd2	na	0.20108822	
Stxbp2	na	0.20050596	
Dnd1	na	0.20049597	
Brk1	na	0.19998093	
Synj1	na	0.19975969	
Yy1	na	0.1996064	
Cbr3	na	0.1996008	
Ifngr2	na	0.19956802	
Fhit	na	0.19954716	
Ube4a	na	0.19953234	
Neu3	na	0.1993707	
Limd1	na	0.19932483	
Wdr26	na	0.19899179	
Naxd	na	0.19899103	
B4galt7	na	0.19868457	
Mrgbp	na	0.19861165	
Usp45	na	0.1982085	
Csrnp1	na	0.19817074	
Spry1	na	0.19804491	
Zfp235	na	0.19797857	
Zbtb3	na	0.19794743	
Zfp788	na	0.19778481	
Gimap9	na	0.19764742	
Dek	na	0.19747743	
Ssr4	na	0.19737451	
Npepps	na	0.19731373	
Ccdc166	na	0.19714089	
Echdc1	na	0.19710754	
Amot	na	0.19707331	
Runx1	na	0.19701426	
Gtpbp6	na	0.19675203	
Mapkapk2	na	0.19672495	
Atf6	na	0.19664203	
Arpc1a	na	0.19660467	
Tmco6	na	0.19653288	
Tkt	na	0.19648401	
Tcaim	na	0.19625355	
Hspb7	na	0.1961902	
Gm10037	na	0.1961902	
Dhx8	na	0.19607843	
Gm4070	na	0.19602084	
Gm10778	na	0.19591948	
Acat1	na	0.1958354	
Hspb11	na	0.195813	
Preb	na	0.19570167	
Nucb1	na	0.19567443	
Nol4l	na	0.19555596	
Ctbp1	na	0.19554792	
Il1rl1	na	0.19496559	
Zkscan17	na	0.19495557	
Gm20422	na	0.19493774	
Ankmy2	na	0.19480519	
Fancg	na	0.19480519	
Snrpg	na	0.1947216	
Zswim1	na	0.19467214	
H2.T22	na	0.19405542	
Slc5a8	na	0.1939977	
Actr5	na	0.19372241	
Platr17	na	0.1936863	
Dnajc14	na	0.1936753	
Mcmbp	na	0.19330318	
Rnaset2a	na	0.1932823	
Nt5c	na	0.19323671	
Mysm1	na	0.1929238	
Slfn4	na	0.19291586	
Gnaz	na	0.19287957	
Hmgcr	na	0.19261566	
Arfip1	na	0.192604	
Pdxp	na	0.19231902	
Tppp3	na	0.19193693	
Zfp54	na	0.191782	
Lamtor2	na	0.1915036	
Whamm	na	0.19142419	
Tln1	na	0.19116868	
Atg14	na	0.1911279	
Ppp6r1	na	0.19098568	
Pdlim5	na	0.19095568	
Son	na	0.1909334	
Inpp5a	na	0.19090518	
Ccdc167	na	0.19087137	
Ccdc116	na	0.19075406	
Ncoa4	na	0.19057511	
Mtmr6	na	0.19051124	
Scamp1	na	0.19026035	
Zfp945	na	0.19014737	
Mical3	na	0.19006088	
Pde5a	na	0.18968551	
Cmip	na	0.18962723	
Tmem81	na	0.18939394	
Trmt1l	na	0.18928778	
Sp4	na	0.18922853	
Junb	na	0.18920814	
Mrpl36	na	0.18906984	
Tmem198b	na	0.18878719	
Slc25a18	na	0.18861248	
Pced1a	na	0.18854941	
Hnrnpd	na	0.18852735	
Gale	na	0.18845502	
Rnps1	na	0.18842918	
Ube2r2	na	0.18828885	
Pnpla8	na	0.1882764	
Slc29a1	na	0.18825687	
Gm14440	na	0.18770966	
Dand5	na	0.18767855	
Hps1	na	0.18765639	
Gm10320	na	0.18759951	
Dcp1b	na	0.1875	
Med13l	na	0.18719384	
Tubgcp3	na	0.18714972	
Bnip3l	na	0.18700986	
Chrac1	na	0.18694766	
Zfp646	na	0.18675394	
Yaf2	na	0.18656716	
Abr	na	0.1864697	
Hist1h3c	na	0.18634114	
Rps21	na	0.18629481	
Rad52	na	0.1861702	
Strada	na	0.18601398	
Rnf5	na	0.1859684	
Fam129b	na	0.18589915	
Vps13d	na	0.18584839	
Tbc1d23	na	0.18582828	
Ccnf	na	0.18569463	
Cd200r4	na	0.18566786	
Mpp6	na	0.1853128	
Hck	na	0.18527894	
Vapa	na	0.18520445	
Polr3c	na	0.18518518	
Mblac1	na	0.18518518	
Rab30	na	0.18482867	
Slco4c1	na	0.18482867	
Tmem223	na	0.18464881	
X3110009E18Rik	na	0.18450002	
Srsf9	na	0.1841929	
Slc15a2	na	0.18416494	
Zfpl1	na	0.18413597	
Sox12	na	0.18405463	
Gde1	na	0.18403596	
Gsn	na	0.18390122	
Hnrnph1	na	0.18387881	
Nfatc2ip	na	0.18382353	
Tuba8	na	0.18352067	
Apex2	na	0.18346852	
Mindy1	na	0.18331562	
Kctd12	na	0.18306981	
Lysmd3	na	0.18300828	
Atxn3	na	0.18274015	
Isy1	na	0.18265879	
Rilpl2	na	0.18208344	
Vps51	na	0.18196025	
Ppp1r3f	na	0.181907	
Guca1a	na	0.18167564	
Fam151b	na	0.18147685	
Cdc7	na	0.18145584	
Spag1	na	0.18143998	
Gm10282	na	0.18134998	
Aldh2	na	0.18132722	
Otud5	na	0.18128556	
Cth	na	0.18127069	
Mtss1l	na	0.18127069	
Gm45783	na	0.18127069	
Mettl17	na	0.1810927	
Cox6b2	na	0.1810742	
Gramd1a	na	0.18095572	
AU040320	na	0.18092105	
Gadd45g	na	0.1804642	
Chtop	na	0.18042414	
Atp9b	na	0.18015873	
Arid5a	na	0.1801022	
Fbxw17	na	0.18004842	
Eri1	na	0.17972665	
Ncbp3	na	0.17912291	
Tcf3	na	0.17909625	
Pfdn5	na	0.17890935	
Tex261	na	0.17887226	
Slx4ip	na	0.17886178	
Lrrcc1	na	0.17874876	
Arg2	na	0.178697	
Zfp654	na	0.17867436	
Lrrc29	na	0.17845042	
Xxylt1	na	0.17839608	
Bcap31	na	0.17838743	
Rps24	na	0.1783318	
Edrf1	na	0.17832167	
Coro6	na	0.1782314	
Pigw	na	0.17799352	
Ubb	na	0.17781399	
Zfp85	na	0.17735767	
Ermard	na	0.17735294	
Cables2	na	0.17730497	
Zfp458	na	0.17729083	
Vps36	na	0.17728452	
X4933427D14Rik	na	0.17714603	
Abhd13	na	0.17703862	
Gm14325	na	0.17703435	
Pms2	na	0.17688979	
Fem1a	na	0.17687905	
Tmem186	na	0.17684887	
Entr1	na	0.1768202	
Ccdc163	na	0.17679629	
Zfp687	na	0.1767787	
Mks1	na	0.17661165	
Smad4	na	0.17659575	
Brwd3	na	0.17649846	
Dhrs1	na	0.17648521	
Trim65	na	0.17644511	
Ice2	na	0.17611027	
Ocel1	na	0.17607602	
Mcm9	na	0.17569125	
Tmem160	na	0.17563252	
Mapt	na	0.17541419	
Ptk7	na	0.17541419	
Islr2	na	0.17541419	
Gm49354	na	0.17541419	
Dhx57	na	0.1752629	
Helb	na	0.1750352	
Ccm2	na	0.17469007	
Camsap2	na	0.17460318	
Strn	na	0.17438261	
Pwwp2b	na	0.17432928	
Taldo1	na	0.17429158	
Ndufb3	na	0.17423697	
Mad2l2	na	0.17419355	
Chmp4b	na	0.17398724	
Hmx2	na	0.17376564	
Ifi47	na	0.17365503	
Calcoco1	na	0.1735107	
Mitf	na	0.17349815	
Ssbp4	na	0.17336105	
Agpat2	na	0.17317612	
Rnf20	na	0.17305365	
Smim19	na	0.1730419	
Socs6	na	0.17274657	
Ibtk	na	0.1726094	
Gm28035	na	0.17253265	
Tmem129	na	0.17233904	
Hist1h3b	na	0.17229384	
Bub1b	na	0.17211509	
Atg5	na	0.17203456	
Haus8	na	0.17192712	
Hinfp	na	0.17181759	
Maf1	na	0.17172723	
Msh2	na	0.17151426	
Usp27x	na	0.17131954	
Kdelr1	na	0.17124031	
Zbtb39	na	0.17117724	
Emp3	na	0.17117599	
Smg1	na	0.17094281	
Srrm2	na	0.17093857	
Ppp2r3a	na	0.17087063	
Dcaf17	na	0.17084971	
Per2	na	0.17078371	
N4bp2l2	na	0.17078297	
Hectd3	na	0.17041868	
Parp3	na	0.17034069	
Ppp1r18	na	0.17020689	
Crnkl1	na	0.1696311	
Unc45a	na	0.16945107	
Gm14443	na	0.16921784	
Atg16l1	na	0.16908929	
Rreb1	na	0.16893004	
Rnf111	na	0.16886705	
Nudt4	na	0.16873342	
Tmem109	na	0.16865394	
X2310061I04Rik	na	0.16833149	
Cacnb2	na	0.16832381	
Sft2d3	na	0.16823569	
Brd1	na	0.16815639	
Pcsk7	na	0.16791782	
Ctbs	na	0.16788885	
Zfp568	na	0.16785792	
sep-10	na	0.1677146	
Errfi1	na	0.16748549	
Znfx1	na	0.16722833	
Prkn	na	0.16700338	
Tssk4	na	0.16692527	
Rpl36a.ps1	na	0.16674389	
Cpa3	na	0.16666667	
Mpl	na	0.16666667	
Kdelr3	na	0.16666667	
Ikzf3	na	0.16666667	
Ccdc170	na	0.16666667	
Gpc5	na	0.16666667	
Wbp2nl	na	0.16666667	
Cbs	na	0.16666667	
Hdgfl3	na	0.16666667	
Chit1	na	0.16666667	
Snph	na	0.16666667	
Bnipl	na	0.16666667	
Spocd1	na	0.16666667	
Bmp10	na	0.16666667	
Chl1	na	0.16666667	
X1700029H14Rik	na	0.16666667	
Irx5	na	0.16666667	
Amotl2	na	0.16666667	
Ephx4	na	0.16666667	
Prickle1	na	0.16666667	
Stox1	na	0.16666667	
Xpnpep2	na	0.16666667	
Esyt3	na	0.16666667	
Tekt5	na	0.16666667	
X1700019D03Rik	na	0.16666667	
F830045P16Rik	na	0.16666667	
Bricd5	na	0.16666667	
Prss38	na	0.16666667	
Rnase12	na	0.16666667	
X4931440F15Rik	na	0.16666667	
Il11ra2	na	0.16666667	
B230359F08Rik	na	0.16666667	
X4933409K07Rik	na	0.16666667	
Gm43738	na	0.16666667	
Gm44965	na	0.16666667	
Vopp1	na	0.1665081	
Chtf8.1	na	0.16635334	
Cdk11b	na	0.16597353	
Kdm6a	na	0.16574693	
Mepce	na	0.16558166	
Hexim1	na	0.16552429	
Anxa6	na	0.16540225	
Klhl11	na	0.16526611	
Gm49355	na	0.16509402	
Zfp273	na	0.16509196	
Eif3e	na	0.16500384	
Smchd1	na	0.16493687	
Ndufa6	na	0.16479255	
Tmem42	na	0.1647831	
Ggnbp1	na	0.16473915	
Selenoi	na	0.16459717	
Tmbim6	na	0.16459194	
Adprm	na	0.16447477	
Apopt1	na	0.16445066	
Ncstn	na	0.16442847	
mt.Atp6	na	0.16432758	
Rinl	na	0.16420119	
Rhebl1	na	0.16412176	
Tmod4	na	0.16393691	
Pomk	na	0.16376239	
Ranbp9	na	0.16374373	
Psip1	na	0.16369048	
Ubr4	na	0.16335884	
Cbx7	na	0.16315325	
Rex2	na	0.16309878	
Tmem18	na	0.16298154	
Rab25	na	0.16289008	
Amn	na	0.16289008	
Tspan18	na	0.16289008	
Zswim5	na	0.16289008	
Fgf1	na	0.16289008	
Hoxa7	na	0.16289008	
Aicda	na	0.16289008	
Gpr61	na	0.16289008	
Gal3st1	na	0.16289008	
Fam83e	na	0.16289008	
Cfap74	na	0.16289008	
Lipo2	na	0.16289008	
Gpr62	na	0.16289008	
Lrig2	na	0.1627907	
Eif2d	na	0.16256617	
X4930590J08Rik	na	0.16248623	
Fam13b	na	0.16232772	
Nedd4l	na	0.16231418	
Rcsd1	na	0.16215144	
Herc6	na	0.162054	
mt.Nd3	na	0.16190751	
Pex26	na	0.16161616	
mt.Atp8	na	0.1615649	
Nipa2	na	0.16156106	
Ipp	na	0.1615257	
Rfx1	na	0.16134913	
Rps5	na	0.16124135	
Rpl13	na	0.16120139	
Gm4631	na	0.16114286	
Zc3h7a	na	0.1608456	
Nav1	na	0.16077948	
Fam199x	na	0.16062738	
Zc3h11a	na	0.1605914	
Pigc	na	0.16047601	
C530008M17Rik	na	0.16042422	
Calm2	na	0.1603772	
Spty2d1	na	0.16026153	
Tspyl1	na	0.16012543	
Uck1	na	0.1600623	
Pxmp2	na	0.16004887	
Cog8	na	0.15991472	
Rad1	na	0.15969163	
Kctd20	na	0.15968478	
Rab33b	na	0.15968478	
Taf2	na	0.15963385	
Zc2hc1a	na	0.15960275	
Sike1	na	0.15954627	
Psen2	na	0.15919629	
Fzd1	na	0.15911219	
Cldnd1	na	0.1590959	
Polr2e	na	0.1587449	
Kcng3	na	0.15866593	
Eif2ak1	na	0.15860973	
Polr3b	na	0.15849821	
Emilin1	na	0.15846053	
Wdr76	na	0.15837105	
E130208F15Rik	na	0.1582155	
Atf6b	na	0.1579626	
X4931406P16Rik	na	0.15782829	
Csk	na	0.15762667	
Eef1akmt1	na	0.15760441	
Tmem29	na	0.15759312	
Mcm7	na	0.1575369	
Ksr2	na	0.15749109	
Trim7	na	0.15717809	
Ndufb11	na	0.15686509	
Zbtb9	na	0.1565623	
Depdc1a	na	0.15651801	
Knop1	na	0.15647708	
Rbl1	na	0.15640394	
Cdiptos	na	0.1562269	
Hagh	na	0.15576324	
Scand1	na	0.1557239	
Gm10130	na	0.15570934	
Celf2	na	0.15557006	
Mlycd	na	0.15550648	
Zkscan3	na	0.15538774	
Trio	na	0.15527324	
Mansc1	na	0.15525098	
Numa1	na	0.15523866	
Osbpl7	na	0.15518546	
Prpf38b	na	0.15487775	
Lars2	na	0.15472886	
Seh1l	na	0.15471168	
Utp14a	na	0.15469614	
Oga	na	0.15469234	
Klc4	na	0.15466058	
Vps53	na	0.1545089	
Sqle	na	0.15445255	
Naaladl1	na	0.15441991	
Tbc1d31	na	0.1544196	
Maz	na	0.15406732	
Twsg1	na	0.15386422	
Rps19	na	0.15353414	
Slc20a2	na	0.15346722	
Zscan25	na	0.15341702	
Mterf3	na	0.15312916	
Atxn2l	na	0.15309587	
Btbd1	na	0.1530299	
Prpf4b	na	0.15301903	
Scaf11	na	0.15296397	
Zfp346	na	0.15295132	
App	na	0.1528492	
Dnajc1	na	0.15274315	
Rbm12	na	0.15272245	
Chd6	na	0.15239678	
Lyrm2	na	0.15232974	
Ap4s1	na	0.15200868	
X3110001I22Rik	na	0.15199819	
Ctnna1	na	0.15185738	
Cacng8	na	0.15180771	
Aip	na	0.15157168	
Dnm2	na	0.15149799	
Pde1b	na	0.1513528	
Sirt4	na	0.15132678	
Vamp4	na	0.15127133	
Zfp451	na	0.1512084	
Fbxo9	na	0.15113743	
Rpl21	na	0.1509831	
Luc7l3	na	0.15085188	
Tmem87a	na	0.1508039	
Ehmt1	na	0.15079707	
Mfsd2a	na	0.15058942	
X9130019O22Rik	na	0.15057114	
Ube2g1	na	0.15056707	
Sil1	na	0.1503319	
Ist1	na	0.15028812	
Galt	na	0.15025042	
Trim3	na	0.15019763	
Ppcdc	na	0.14997888	
Dcaf5	na	0.149904	
Kif11	na	0.14986631	
Zbtb18	na	0.1497119	
Cox18	na	0.14947683	
Hsf2	na	0.149298	
Zfp319	na	0.14923815	
Cop1	na	0.14922114	
Ift172	na	0.14921007	
Csnk1g1	na	0.14918706	
Rps20	na	0.14893118	
Aco1	na	0.14864457	
Ppp2r3d	na	0.14859775	
Zdhhc16	na	0.14845939	
Smg7	na	0.14833443	
Nelfb	na	0.1481135	
Inhba	na	0.14810462	
Adal	na	0.14805195	
Ptrhd1	na	0.14802632	
Ccndbp1	na	0.14799154	
Pmm1	na	0.14786729	
Zfp280c	na	0.14780405	
Vrk2	na	0.14773352	
Uhrf1bp1	na	0.14764373	
Prg3	na	0.14736354	
Jak1	na	0.14715981	
Ubn1	na	0.14698239	
Tnfrsf23	na	0.14672169	
Paxip1	na	0.1463954	
Ralgapa1	na	0.14626502	
Zfp800	na	0.14613552	
Map4k4	na	0.14611696	
Tmem25	na	0.14603394	
Dcaf11	na	0.14599755	
Gm43552	na	0.14591755	
Pcyox1l	na	0.14566514	
Tmtc4	na	0.14563107	
Sptlc1	na	0.14541388	
Usp4	na	0.1453062	
Hk1	na	0.14519621	
B3gat3	na	0.14514835	
Mis18a	na	0.14510988	
Zfp994	na	0.1450116	
Kctd12b	na	0.14488482	
Trem2	na	0.14488062	
Zfp952	na	0.14483628	
Zfp97	na	0.14473818	
Mta2	na	0.14443363	
Tpra1	na	0.14440155	
Senp7	na	0.14439411	
Slc25a20	na	0.14431673	
Ptrh2	na	0.14407684	
Rassf3	na	0.14391698	
Fam160b2	na	0.14390825	
Rbfa	na	0.14355607	
Bicd2	na	0.14354154	
Zbtb33	na	0.14335869	
Tnfaip8	na	0.14324255	
Yod1	na	0.14319341	
P2rx1	na	0.14311096	
Sys1	na	0.14307372	
Impa2	na	0.14278808	
Tmem132a	na	0.14242879	
Kbtbd7	na	0.14241123	
Zswim3	na	0.14231853	
Lyrm1	na	0.14223482	
Smap1	na	0.14218841	
Htt	na	0.14210029	
Rpl7	na	0.14209871	
Tmem234	na	0.14207436	
Gpalpp1	na	0.14190969	
Rps26	na	0.14170319	
Eif3h	na	0.1416637	
Mboat1	na	0.14147663	
Pik3r1	na	0.14145069	
Mtr	na	0.14144969	
Ctf1	na	0.14143565	
Ssh3	na	0.14129059	
Hgh1	na	0.14128187	
Ddx39b	na	0.14115806	
Prdm1	na	0.14113057	
Bin3	na	0.14095777	
Dnase1l3	na	0.14093053	
X1700007K13Rik	na	0.14093053	
Rhcg	na	0.14093053	
G6pd2	na	0.14093053	
Klhl15	na	0.14090522	
Ptpn4	na	0.14062169	
Ighv1.41	na	0.14053658	
Il2rg	na	0.14042844	
Dpy19l3	na	0.14035234	
Ifit1	na	0.14035068	
Kcnj9	na	0.14027058	
Usp37	na	0.14008322	
Acad12	na	0.14007308	
Rock1	na	0.1399689	
Slamf8	na	0.13996117	
Bcdin3d	na	0.1399152	
Sf3b1	na	0.13989982	
Ramac	na	0.13983962	
Xpo7	na	0.13955662	
Mark4	na	0.13937794	
Phf21a	na	0.13907643	
Zfp472	na	0.13907285	
Trappc6a	na	0.13900813	
Tnip3	na	0.13900426	
Ubr2	na	0.13890243	
Trir	na	0.13887876	
Lactb2	na	0.13858922	
BC035044	na	0.13849247	
Ribc1	na	0.13844901	
Tbl1x	na	0.13839227	
Sft2d1	na	0.13831666	
Zfp990	na	0.13819198	
Irf7	na	0.13813865	
Nos1ap	na	0.13764396	
Zfat	na	0.13755599	
Nrbp1	na	0.13743171	
Pds5b	na	0.13725783	
Capza2	na	0.13705096	
Gm28043	na	0.13684317	
Map2k3	na	0.13627778	
Zdhhc8	na	0.1362621	
Sap30bp	na	0.13616398	
Pik3c3	na	0.13613354	
Tmem120b	na	0.13603818	
Agtrap	na	0.13600601	
Borcs7	na	0.136	
Epm2aip1	na	0.13579772	
Scaf4	na	0.13577622	
Mrpl10	na	0.13577548	
Stx17	na	0.13549618	
Hebp1	na	0.1354379	
Tgfb1	na	0.13541518	
Slc41a1	na	0.13534416	
Yipf3	na	0.13534121	
Zfp408	na	0.13484359	
Leprot	na	0.13483146	
Arpc1b	na	0.13477242	
Pxk	na	0.13476093	
Map3k2	na	0.13470441	
Gtpbp2	na	0.13463324	
Enho	na	0.13450421	
Spi1	na	0.13423268	
Pbx1	na	0.13413607	
Parp11	na	0.13404374	
Siva1	na	0.13403389	
Fam89b	na	0.13381295	
F8a	na	0.13378967	
Gm10643	na	0.13367254	
Bok	na	0.13366854	
Kdelc1	na	0.13359274	
Ttc38	na	0.13341068	
Slc22a21	na	0.13338651	
Zhx2	na	0.13317192	
Tgs1	na	0.13304627	
Glrx2	na	0.13293944	
Sapcd2	na	0.13280958	
Kdm5d	na	0.13267592	
Fmo5	na	0.1326371	
Plscr3	na	0.13205282	
Mbd1	na	0.13199027	
Elk3	na	0.13186672	
Milr1	na	0.13186339	
Ccdc150	na	0.13176309	
Ranbp17	na	0.13176309	
Khdc4	na	0.1316932	
C87436	na	0.13163574	
Zc3hav1	na	0.13157895	
Arf2	na	0.13119534	
Ifit2	na	0.13105604	
Inafm2	na	0.13099042	
LTO1	na	0.13079874	
Zfp707	na	0.13053349	
Snx9	na	0.13022113	
B230219D22Rik	na	0.13020289	
Sav1	na	0.13014139	
Prdm10	na	0.13011993	
Trmt2b	na	0.13003452	
Gm3435	na	0.1299653	
Cnbd2	na	0.12983824	
Mdk	na	0.129805	
X4930432K21Rik	na	0.12966363	
Inpp5d	na	0.12953885	
Zfp12	na	0.12939002	
Thrap3	na	0.12933637	
Il12rb2	na	0.12931369	
Pnp	na	0.12930726	
Chid1	na	0.12921487	
Fbxl17	na	0.12916511	
Riok1	na	0.1291423	
Phyhip	na	0.129094	
Map2k7	na	0.12903523	
Zfp35	na	0.12900704	
Rpsa	na	0.12895672	
Cerk	na	0.12879084	
Nipsnap2	na	0.12878169	
Per1	na	0.12852822	
Pou3f1	na	0.12845883	
Rprd2	na	0.12833676	
Iqsec2	na	0.12827258	
Scaf8	na	0.12825692	
Zfx	na	0.12820514	
X1190007I07Rik	na	0.12820514	
Scnn1a	na	0.12812935	
Pgs1	na	0.12798889	
Ndufb10	na	0.12777273	
Zmym6	na	0.1277307	
Stmn4	na	0.12771867	
Cacna1s	na	0.12771867	
Adamts7	na	0.12771867	
Impg2	na	0.12771867	
Lrrd1	na	0.12771867	
Tspear	na	0.12771867	
Mtmr12	na	0.1276374	
Coro2a	na	0.12752464	
Phf6	na	0.12736587	
Tlr1	na	0.12733033	
Arl11	na	0.12720488	
Tbc1d5	na	0.1271609	
Faf2	na	0.12700194	
Gga1	na	0.12694971	
Bloc1s1	na	0.12694749	
Rexo5	na	0.12673399	
Cyb5r4	na	0.12647554	
Stk35	na	0.12644188	
Zfand6	na	0.12630989	
Smagp	na	0.12616174	
Agpat4	na	0.12596658	
Map1s	na	0.12571023	
Pkm	na	0.12564757	
Tmem79	na	0.12555698	
Hyls1	na	0.12537186	
Arih1	na	0.12522878	
Mrpl16	na	0.1251422	
Mettl15	na	0.12513141	
Ppp1r12a	na	0.12512454	
Tspan7	na	0.12503102	
Usp34	na	0.12489052	
Tmem259	na	0.12484505	
Tmem265	na	0.12464966	
Tulp4	na	0.124592215	
Pet100	na	0.124354765	
Tlr4	na	0.12435199	
Ginm1	na	0.12427059	
Sfswap	na	0.12407991	
Tceanc2	na	0.12405328	
Bri3	na	0.123920314	
Zbtb41	na	0.123847924	
Zfp966	na	0.123820685	
Ddrgk1	na	0.12381249	
Clcc1	na	0.12375367	
Ctso	na	0.12334802	
Mafk	na	0.12316384	
Clcn3	na	0.123004235	
Mtdh	na	0.12297499	
Rab2a	na	0.1229401	
Mapk1ip1	na	0.12280702	
Irf9	na	0.12226188	
Ttc21a	na	0.122195296	
Gtpbp8	na	0.12218964	
Rpp25l	na	0.12208356	
Rpl30	na	0.12197342	
Vim	na	0.12188501	
Tmem241	na	0.1217656	
